"TIME","GEO","UNIT","SEX","AGE","Value"
"2020W37","Arr. Ieper","Number","Total","90 years or over","7"
"2020W38","Arr. Ieper","Number","Total","90 years or over","4"
"2020W39","Arr. Ieper","Number","Total","90 years or over","5"
"2020W40","Arr. Ieper","Number","Total","90 years or over",":"
"2020W41","Arr. Ieper","Number","Total","90 years or over",":"
"2020W99","Arr. Ieper","Number","Total","90 years or over",":"
"2020W28","Arr. Kortrijk","Number","Total","90 years or over","14"
"2020W29","Arr. Kortrijk","Number","Total","90 years or over","11"
"2020W30","Arr. Kortrijk","Number","Total","90 years or over","8"
"2020W31","Arr. Kortrijk","Number","Total","90 years or over","10"
"2020W32","Arr. Kortrijk","Number","Total","90 years or over","9"
"2020W33","Arr. Kortrijk","Number","Total","90 years or over","27"
"2020W34","Arr. Kortrijk","Number","Total","90 years or over","16"
"2020W35","Arr. Kortrijk","Number","Total","90 years or over","15"
"2020W36","Arr. Kortrijk","Number","Total","90 years or over","12"
"2020W37","Arr. Kortrijk","Number","Total","90 years or over","9"
"2020W38","Arr. Kortrijk","Number","Total","90 years or over","9"
"2020W39","Arr. Kortrijk","Number","Total","90 years or over","12"
"2020W40","Arr. Kortrijk","Number","Total","90 years or over",":"
"2020W41","Arr. Kortrijk","Number","Total","90 years or over",":"
"2020W99","Arr. Kortrijk","Number","Total","90 years or over",":"
"2020W28","Arr. Oostende","Number","Total","90 years or over","12"
"2020W29","Arr. Oostende","Number","Total","90 years or over","5"
"2020W30","Arr. Oostende","Number","Total","90 years or over","6"
"2020W31","Arr. Oostende","Number","Total","90 years or over","9"
"2020W32","Arr. Oostende","Number","Total","90 years or over","14"
"2020W33","Arr. Oostende","Number","Total","90 years or over","15"
"2020W34","Arr. Oostende","Number","Total","90 years or over","7"
"2020W35","Arr. Oostende","Number","Total","90 years or over","3"
"2020W36","Arr. Oostende","Number","Total","90 years or over","9"
"2020W37","Arr. Oostende","Number","Total","90 years or over","10"
"2020W38","Arr. Oostende","Number","Total","90 years or over","13"
"2020W39","Arr. Oostende","Number","Total","90 years or over","7"
"2020W40","Arr. Oostende","Number","Total","90 years or over",":"
"2020W41","Arr. Oostende","Number","Total","90 years or over",":"
"2020W99","Arr. Oostende","Number","Total","90 years or over",":"
"2020W28","Arr. Roeselare","Number","Total","90 years or over","4"
"2020W29","Arr. Roeselare","Number","Total","90 years or over","6"
"2020W30","Arr. Roeselare","Number","Total","90 years or over","3"
"2020W31","Arr. Roeselare","Number","Total","90 years or over","7"
"2020W32","Arr. Roeselare","Number","Total","90 years or over","3"
"2020W33","Arr. Roeselare","Number","Total","90 years or over","9"
"2020W34","Arr. Roeselare","Number","Total","90 years or over","6"
"2020W35","Arr. Roeselare","Number","Total","90 years or over","6"
"2020W36","Arr. Roeselare","Number","Total","90 years or over","7"
"2020W37","Arr. Roeselare","Number","Total","90 years or over","7"
"2020W38","Arr. Roeselare","Number","Total","90 years or over","8"
"2020W39","Arr. Roeselare","Number","Total","90 years or over","4"
"2020W40","Arr. Roeselare","Number","Total","90 years or over",":"
"2020W41","Arr. Roeselare","Number","Total","90 years or over",":"
"2020W99","Arr. Roeselare","Number","Total","90 years or over",":"
"2020W28","Arr. Tielt","Number","Total","90 years or over","3"
"2020W29","Arr. Tielt","Number","Total","90 years or over","3"
"2020W30","Arr. Tielt","Number","Total","90 years or over","2"
"2020W31","Arr. Tielt","Number","Total","90 years or over","6"
"2020W32","Arr. Tielt","Number","Total","90 years or over","3"
"2020W33","Arr. Tielt","Number","Total","90 years or over","13"
"2020W34","Arr. Tielt","Number","Total","90 years or over","5"
"2020W35","Arr. Tielt","Number","Total","90 years or over","3"
"2020W36","Arr. Tielt","Number","Total","90 years or over","6"
"2020W37","Arr. Tielt","Number","Total","90 years or over","6"
"2020W38","Arr. Tielt","Number","Total","90 years or over","7"
"2020W39","Arr. Tielt","Number","Total","90 years or over","3"
"2020W40","Arr. Tielt","Number","Total","90 years or over",":"
"2020W41","Arr. Tielt","Number","Total","90 years or over",":"
"2020W99","Arr. Tielt","Number","Total","90 years or over",":"
"2020W28","Arr. Veurne","Number","Total","90 years or over","3"
"2020W29","Arr. Veurne","Number","Total","90 years or over","3"
"2020W30","Arr. Veurne","Number","Total","90 years or over","7"
"2020W31","Arr. Veurne","Number","Total","90 years or over","3"
"2020W32","Arr. Veurne","Number","Total","90 years or over","5"
"2020W33","Arr. Veurne","Number","Total","90 years or over","7"
"2020W34","Arr. Veurne","Number","Total","90 years or over","3"
"2020W35","Arr. Veurne","Number","Total","90 years or over","6"
"2020W36","Arr. Veurne","Number","Total","90 years or over","2"
"2020W37","Arr. Veurne","Number","Total","90 years or over","3"
"2020W38","Arr. Veurne","Number","Total","90 years or over","3"
"2020W39","Arr. Veurne","Number","Total","90 years or over","2"
"2020W40","Arr. Veurne","Number","Total","90 years or over",":"
"2020W41","Arr. Veurne","Number","Total","90 years or over",":"
"2020W99","Arr. Veurne","Number","Total","90 years or over",":"
"2020W28","Région wallonne","Number","Total","90 years or over","124"
"2020W29","Région wallonne","Number","Total","90 years or over","117"
"2020W30","Région wallonne","Number","Total","90 years or over","135"
"2020W31","Région wallonne","Number","Total","90 years or over","131"
"2020W32","Région wallonne","Number","Total","90 years or over","146"
"2020W33","Région wallonne","Number","Total","90 years or over","230"
"2020W34","Région wallonne","Number","Total","90 years or over","153"
"2020W35","Région wallonne","Number","Total","90 years or over","134"
"2020W36","Région wallonne","Number","Total","90 years or over","124"
"2020W37","Région wallonne","Number","Total","90 years or over","132"
"2020W38","Région wallonne","Number","Total","90 years or over","153"
"2020W39","Région wallonne","Number","Total","90 years or over","143"
"2020W40","Région wallonne","Number","Total","90 years or over",":"
"2020W41","Région wallonne","Number","Total","90 years or over",":"
"2020W99","Région wallonne","Number","Total","90 years or over",":"
"2020W28","Prov. Brabant wallon","Number","Total","90 years or over","19"
"2020W29","Prov. Brabant wallon","Number","Total","90 years or over","17"
"2020W30","Prov. Brabant wallon","Number","Total","90 years or over","13"
"2020W31","Prov. Brabant wallon","Number","Total","90 years or over","18"
"2020W32","Prov. Brabant wallon","Number","Total","90 years or over","22"
"2020W33","Prov. Brabant wallon","Number","Total","90 years or over","28"
"2020W34","Prov. Brabant wallon","Number","Total","90 years or over","12"
"2020W35","Prov. Brabant wallon","Number","Total","90 years or over","20"
"2020W36","Prov. Brabant wallon","Number","Total","90 years or over","8"
"2020W37","Prov. Brabant wallon","Number","Total","90 years or over","18"
"2020W38","Prov. Brabant wallon","Number","Total","90 years or over","22"
"2020W39","Prov. Brabant wallon","Number","Total","90 years or over","15"
"2020W40","Prov. Brabant wallon","Number","Total","90 years or over",":"
"2020W41","Prov. Brabant wallon","Number","Total","90 years or over",":"
"2020W99","Prov. Brabant wallon","Number","Total","90 years or over",":"
"2020W28","Arr. Nivelles","Number","Total","90 years or over","19"
"2020W29","Arr. Nivelles","Number","Total","90 years or over","17"
"2020W30","Arr. Nivelles","Number","Total","90 years or over","13"
"2020W31","Arr. Nivelles","Number","Total","90 years or over","18"
"2020W32","Arr. Nivelles","Number","Total","90 years or over","22"
"2020W33","Arr. Nivelles","Number","Total","90 years or over","28"
"2020W34","Arr. Nivelles","Number","Total","90 years or over","12"
"2020W35","Arr. Nivelles","Number","Total","90 years or over","20"
"2020W36","Arr. Nivelles","Number","Total","90 years or over","8"
"2020W37","Arr. Nivelles","Number","Total","90 years or over","18"
"2020W38","Arr. Nivelles","Number","Total","90 years or over","22"
"2020W39","Arr. Nivelles","Number","Total","90 years or over","15"
"2020W40","Arr. Nivelles","Number","Total","90 years or over",":"
"2020W41","Arr. Nivelles","Number","Total","90 years or over",":"
"2020W99","Arr. Nivelles","Number","Total","90 years or over",":"
"2020W28","Prov. Hainaut","Number","Total","90 years or over","37"
"2020W29","Prov. Hainaut","Number","Total","90 years or over","39"
"2020W30","Prov. Hainaut","Number","Total","90 years or over","54"
"2020W31","Prov. Hainaut","Number","Total","90 years or over","43"
"2020W32","Prov. Hainaut","Number","Total","90 years or over","55"
"2020W33","Prov. Hainaut","Number","Total","90 years or over","93"
"2020W34","Prov. Hainaut","Number","Total","90 years or over","64"
"2020W35","Prov. Hainaut","Number","Total","90 years or over","49"
"2020W36","Prov. Hainaut","Number","Total","90 years or over","51"
"2020W37","Prov. Hainaut","Number","Total","90 years or over","51"
"2020W38","Prov. Hainaut","Number","Total","90 years or over","59"
"2020W39","Prov. Hainaut","Number","Total","90 years or over","47"
"2020W40","Prov. Hainaut","Number","Total","90 years or over",":"
"2020W41","Prov. Hainaut","Number","Total","90 years or over",":"
"2020W99","Prov. Hainaut","Number","Total","90 years or over",":"
"2020W28","Arr. Ath","Number","Total","90 years or over","0"
"2020W29","Arr. Ath","Number","Total","90 years or over","3"
"2020W30","Arr. Ath","Number","Total","90 years or over","5"
"2020W31","Arr. Ath","Number","Total","90 years or over","2"
"2020W32","Arr. Ath","Number","Total","90 years or over","2"
"2020W33","Arr. Ath","Number","Total","90 years or over","9"
"2020W34","Arr. Ath","Number","Total","90 years or over","0"
"2020W35","Arr. Ath","Number","Total","90 years or over","5"
"2020W36","Arr. Ath","Number","Total","90 years or over","2"
"2020W37","Arr. Ath","Number","Total","90 years or over","4"
"2020W38","Arr. Ath","Number","Total","90 years or over","4"
"2020W39","Arr. Ath","Number","Total","90 years or over","2"
"2020W40","Arr. Ath","Number","Total","90 years or over",":"
"2020W41","Arr. Ath","Number","Total","90 years or over",":"
"2020W99","Arr. Ath","Number","Total","90 years or over",":"
"2020W28","Arr. Charleroi","Number","Total","90 years or over","8"
"2020W29","Arr. Charleroi","Number","Total","90 years or over","8"
"2020W30","Arr. Charleroi","Number","Total","90 years or over","12"
"2020W31","Arr. Charleroi","Number","Total","90 years or over","13"
"2020W32","Arr. Charleroi","Number","Total","90 years or over","16"
"2020W33","Arr. Charleroi","Number","Total","90 years or over","24"
"2020W34","Arr. Charleroi","Number","Total","90 years or over","19"
"2020W35","Arr. Charleroi","Number","Total","90 years or over","14"
"2020W36","Arr. Charleroi","Number","Total","90 years or over","14"
"2020W37","Arr. Charleroi","Number","Total","90 years or over","19"
"2020W38","Arr. Charleroi","Number","Total","90 years or over","16"
"2020W39","Arr. Charleroi","Number","Total","90 years or over","13"
"2020W40","Arr. Charleroi","Number","Total","90 years or over",":"
"2020W41","Arr. Charleroi","Number","Total","90 years or over",":"
"2020W99","Arr. Charleroi","Number","Total","90 years or over",":"
"2020W28","Arr. Mons","Number","Total","90 years or over","7"
"2020W29","Arr. Mons","Number","Total","90 years or over","10"
"2020W30","Arr. Mons","Number","Total","90 years or over","9"
"2020W31","Arr. Mons","Number","Total","90 years or over","4"
"2020W32","Arr. Mons","Number","Total","90 years or over","8"
"2020W33","Arr. Mons","Number","Total","90 years or over","16"
"2020W34","Arr. Mons","Number","Total","90 years or over","7"
"2020W35","Arr. Mons","Number","Total","90 years or over","9"
"2020W36","Arr. Mons","Number","Total","90 years or over","9"
"2020W37","Arr. Mons","Number","Total","90 years or over","8"
"2020W38","Arr. Mons","Number","Total","90 years or over","12"
"2020W39","Arr. Mons","Number","Total","90 years or over","13"
"2020W40","Arr. Mons","Number","Total","90 years or over",":"
"2020W41","Arr. Mons","Number","Total","90 years or over",":"
"2020W99","Arr. Mons","Number","Total","90 years or over",":"
"2020W28","Arr. Mouscron","Number","Total","90 years or over","2"
"2020W29","Arr. Mouscron","Number","Total","90 years or over","2"
"2020W30","Arr. Mouscron","Number","Total","90 years or over","4"
"2020W31","Arr. Mouscron","Number","Total","90 years or over","4"
"2020W32","Arr. Mouscron","Number","Total","90 years or over","5"
"2020W33","Arr. Mouscron","Number","Total","90 years or over","7"
"2020W34","Arr. Mouscron","Number","Total","90 years or over","9"
"2020W35","Arr. Mouscron","Number","Total","90 years or over","5"
"2020W36","Arr. Mouscron","Number","Total","90 years or over","6"
"2020W37","Arr. Mouscron","Number","Total","90 years or over","4"
"2020W38","Arr. Mouscron","Number","Total","90 years or over","4"
"2020W39","Arr. Mouscron","Number","Total","90 years or over","3"
"2020W40","Arr. Mouscron","Number","Total","90 years or over",":"
"2020W41","Arr. Mouscron","Number","Total","90 years or over",":"
"2020W99","Arr. Mouscron","Number","Total","90 years or over",":"
"2020W28","Arr. Soignies","Number","Total","90 years or over","7"
"2020W29","Arr. Soignies","Number","Total","90 years or over","7"
"2020W30","Arr. Soignies","Number","Total","90 years or over","10"
"2020W31","Arr. Soignies","Number","Total","90 years or over","6"
"2020W32","Arr. Soignies","Number","Total","90 years or over","9"
"2020W33","Arr. Soignies","Number","Total","90 years or over","14"
"2020W34","Arr. Soignies","Number","Total","90 years or over","10"
"2020W35","Arr. Soignies","Number","Total","90 years or over","6"
"2020W36","Arr. Soignies","Number","Total","90 years or over","5"
"2020W37","Arr. Soignies","Number","Total","90 years or over","5"
"2020W38","Arr. Soignies","Number","Total","90 years or over","9"
"2020W39","Arr. Soignies","Number","Total","90 years or over","5"
"2020W40","Arr. Soignies","Number","Total","90 years or over",":"
"2020W41","Arr. Soignies","Number","Total","90 years or over",":"
"2020W99","Arr. Soignies","Number","Total","90 years or over",":"
"2020W28","Arr. Thuin","Number","Total","90 years or over","7"
"2020W29","Arr. Thuin","Number","Total","90 years or over","4"
"2020W30","Arr. Thuin","Number","Total","90 years or over","9"
"2020W31","Arr. Thuin","Number","Total","90 years or over","8"
"2020W32","Arr. Thuin","Number","Total","90 years or over","7"
"2020W33","Arr. Thuin","Number","Total","90 years or over","8"
"2020W34","Arr. Thuin","Number","Total","90 years or over","7"
"2020W35","Arr. Thuin","Number","Total","90 years or over","3"
"2020W36","Arr. Thuin","Number","Total","90 years or over","2"
"2020W37","Arr. Thuin","Number","Total","90 years or over","4"
"2020W38","Arr. Thuin","Number","Total","90 years or over","6"
"2020W39","Arr. Thuin","Number","Total","90 years or over","2"
"2020W40","Arr. Thuin","Number","Total","90 years or over",":"
"2020W41","Arr. Thuin","Number","Total","90 years or over",":"
"2020W99","Arr. Thuin","Number","Total","90 years or over",":"
"2020W28","Arr. Tournai","Number","Total","90 years or over","6"
"2020W29","Arr. Tournai","Number","Total","90 years or over","5"
"2020W30","Arr. Tournai","Number","Total","90 years or over","5"
"2020W31","Arr. Tournai","Number","Total","90 years or over","6"
"2020W32","Arr. Tournai","Number","Total","90 years or over","8"
"2020W33","Arr. Tournai","Number","Total","90 years or over","15"
"2020W34","Arr. Tournai","Number","Total","90 years or over","12"
"2020W35","Arr. Tournai","Number","Total","90 years or over","7"
"2020W36","Arr. Tournai","Number","Total","90 years or over","13"
"2020W37","Arr. Tournai","Number","Total","90 years or over","7"
"2020W38","Arr. Tournai","Number","Total","90 years or over","8"
