ANNOSCOLASTICO,CODICESCUOLA,CODICEEDIFICIO,SPERFICIEAREATOTALE,SPERFICIEAREALIBERA,VOLUME
201819,MEPS008019,830413365,"3.046,00","1.688,00",10255
201819,GOAA81001N,310070005,"2.465,00","1.780,00",2055
201819,PAPS010002,820532950,"2.500,00","1.036,00",6002
201819,VREE867021,230962187,-,-,8197
201819,CEIC897009,610461602,"9.143,00","7.232,00",8820
201819,RMPS05000E,580913885,"10.200,00","8.031,00",16381
201819,MTTD06000B,770140998,-,-,-
201819,BSEE857017,171650001,-,-,-
201819,NOEE80902D,31580001,"1.491,00","977,00",2776
201819,MEEE881075,830163700,"850,00","420,00",1500
201819,VAMM83301N,120140376,"10.400,00","8.425,00",7105
201819,TPIC836004,810214296,"2.415,00",-,24240
201819,BSMM86402A,170060616,"4.200,00","3.748,00",6012.8
201819,ANAA84402R,420340132,"3.243,00","2.773,00",1750
201819,APAA808039,440310058,"2.900,00","2.250,00",10000
201819,VCEE803058,21330002,"1.946,00","952,00",14090
201819,SSIS01700E,900540476,"8.776,00","5.877,00",43507
201819,CLIC815002,850191253,"5.646,00","2.930,00",17228
201819,AGAA826033,840431049,"1.800,00","900,00",4290
201819,ISAA81510B,940390099,"1.404,00","600,00",4947
201819,BSTD02701Q,170650802,"20.055,00","13.130,00",7134
201819,MEEE816061,830283487,"4.542,00","2.542,00",2727.2
201819,APMM813031,440210269,"2.000,00","1.510,00",3350
201819,SOAA806038,140350087,"2.610,00",-,1205
201819,NARC10101R,630680002,"3.878,00","2.511,00",12957
201819,MIIC83800T,150960001,"9.021,00","4.484,86",11100
201819,CSAA88404A,780030050,"500,00","300,00",495
201819,SIEE82601B,520220011,"12.165,00","8.815,00",23040
201819,NATF096014,630490096,"21.492,00","12.447,00",54125
201819,TETF009012,670410577,"16.112,00","10.333,00",43362
201819,SRIC84800E,890163405,"10.875,00",-,2512
201819,FGAA87201V,710290070,"1.401,00","1.031,00",1486
201819,COTF007013,130750569,"15.000,00","4.000,00",150000
201819,VATF01751R,121330678,"19.445,00",-,12984
201819,RMAA20504T,580050141,"8.250,00","5.883,00",7353
201819,AGEE81501Q,840131056,"3.550,00","1.848,00",2714
201819,MEAA83209R,830652998,"1.538,00","1.306,00",882
201819,FIMM870014,480330011,"8.598,00","6.165,00",14590
201819,PGEE84501E,540300321,"1.800,00","1.240,00",7600
201819,VIEE84101B,240152043,"5.167,00","3.680,00",9660
201819,BAAA15702B,720380719,"1.344,00","812,00",1915
201819,CBEE81704T,700480031,-,-,-
201819,AQMM828028,660330209,"1.580,00","980,00",3276
201819,CTCT706005,870171983,"14.300,00","8.050,00",19520
201819,BSEE80301V,170850375,"2.700,00","1.694,00",1247
201819,MCEE80403A,430320092,"2.890,00","2.066,00",8240
201819,LEMM8AP011,750270810,"5.792,00","4.146,00",6187
201819,BRAA82303D,740160133,"3.384,00","2.238,00",8897
201819,LEAA8AK01N,750880207,"3.215,00","2.446,00",3203
201819,RMMM83101L,580913624,"4.250,00","2.581,00",9000
201819,ENAA80502N,860032225,"444,00","577,00",1998
201819,MTEE82104L,770040067,"935,00","292,00",2443
201819,PAEE054019,820064978,"14.823,00","11.928,00",40530
201819,LEEE875012,750880408,"7.535,00","5.580,00",12895
201819,MOMM804011,360030276,"10.240,00","4.973,00",11823
201819,NAEE147414,630430005,-,-,-
201819,CTAA8AM025,870412205,"5.354,00",-,8784
201819,BAEE83103G,720251327,"10.000,00","9.370,00",2200
201819,AGPS08000A,840201782,"11.068,00","5.671,00",21660
201819,CSEE85004C,780860279,"450,00","100,00",2460
201819,LEAA816022,750410039,"2.540,00","1.975,00",2847
201819,RMRH080004,580751645,-,-,6847
201819,CSTF06650T,780440527,"3.100,00","1.842,25",4590
201819,PZMM87602E,760300828,"650,00","120,00",2695
201819,FIEE81601C,480180003,"2.760,00","1.712,00",9433
201819,RMAA8FQ013,580910122,"2.746,00","2.037,00",2190
201819,GRAA81904A,530210164,"7.000,00","5.788,00",9300
201819,AVAA81805C,640830001,"6.500,00","4.080,00",2400
201819,PCAA00302D,330320054,"3.592,00","2.437,00",15960
201819,RCAA83505R,800850193,"1.760,00","751,00",6719
201819,ANAA83203G,420220117,"3.378,00","2.040,00",2415
201819,CZEE844063,790960644,"4.365,00","3.480,70",7207.05
201819,CEEE81306C,610800003,"1.874,00","1.404,00",1504
201819,TAEE81202T,730230951,"3.777,00","2.494,00",8758
201819,LCEE82606R,970420010,"2.353,20","1.616,88",10188.71
201819,RMEE868018,580180551,"712,00",-,2065
201819,TOEE8BG02E,11350002,"4.860,00","4.078,00",2088
201819,LUEE844058,460175085,"1.300,00","1.010,00",1827
201819,FRRA00801X,600380934,"59.127,00",-,721
201819,ALAA831013,61140014,"12.500,00","9.650,00",12000
201819,MIIC88500B,151250670,"21.480,00","16.934,00",25559
201819,SSTE01000C,900640481,"3.746,00","1.369,00",45122
201819,BSMM85001B,171560002,"6.000,00",-,5500
201819,MIEE8BM023,151421000,-,-,-
201819,APIC82800G,440450532,"6.600,00","4.600,00",18000
201819,PCTF00101G,330060312,"21.750,00","17.837,00",10361
201819,PSRH00250Q,410440326,"8.066,00","4.581,00",22304
201819,KRMM83001T,1010131471,"4.500,00","3.000,00",11000
201819,CETD00403V,610891171,-,-,-
201819,LTAA813061,590080905,"1.650,00",-,2250
201819,CLEE81904E,850200695,"3.980,00","1.888,00",8611
201819,VARI01751X,121330678,"19.445,00",-,12984
201819,SRTF01101L,890061558,"4.740,00","2.231,00",22185
201819,BAPC23000Q,720430637,"475,00",-,4270
201819,CNEE82304R,41130004,"1.170,00","720,00",4050
201819,FGMM821016,710080315,"10.000,00","5.986,00",10800
201819,CEMM898016,610540287,"11.800,00","7.000,00",10270
201819,VRMM87701D,230913608,-,-,-
201819,PGAA03602L,540240158,"9.590,00","7.070,00",29662
201819,CARH05050A,921091519,"59.619,00","44.508,00",150614
201819,VEEE83202A,270342703,"7.020,00","5.800,00",8730
201819,PRAA81301V,340150034,"12.835,00","9.920,00",9260
201819,SAEE102002,650880001,"5.888,00","3.772,00",18648
201819,RAAA80501G,390160156,"1.860,00","10.000,00",8000
201819,MIEE88002B,151890702,"8.000,00","6.000,00",6000
201819,FGAA827022,710280059,"5.820,00","3.010,00",24260
201819,PDTD021015,280654224,"33.860,00","24.971,00",18520
201819,KRAA81901V,1010110099,"410,88","74,88",2228.83
201819,LIMM81001D,490200001,"5.200,00","3.790,00",3900
201819,SAIC8BQ007,650980002,"1.651,15",-,6091.6
201819,REEE83201G,350260142,"5.180,00","2.198,00",16848
201819,PGIC86500N,540392670,-,-,-
201819,MIEE89202N,1080280546,"17.583,00","15.948,00",9027
201819,VAMM83502A,121240809,"13.500,00",-,3445
201819,MOEE824017,360100289,"8.690,00","5.029,00",13180
201819,SARI06802E,651350500,"1.611,00",-,2405
201819,GREE81803P,530100131,"1.932,00","1.466,00",1631
201819,BSRH02001V,170670010,"8.200,00",-,2275
201819,PDMM87103V,281020797,"9.593,00","1.103,00",8319
201819,PAEE8AU03X,820534516,"7.350,00","5.500,00",7300
201819,AGMM054009,840414279,"2.200,00","950,00",12510
201819,RMIC8B800Q,580910996,"7.460,00","5.548,00",17332
201819,VEEE820035,270040610,"6.510,00","4.555,00",5950
201819,TPAA82503L,810213864,"2.420,00","1.800,00",6001.46
201819,MIMM8CJ01P,152191596,"14.000,00","12.080,00",13440
201819,LUTF01851G,460335055,"29.000,00","24.538,00",5642
201819,PDEE890028,280603643,"2.970,00","2.085,00",4430
201819,BOAA84305N,370320048,"9.250,00","5.332,00",54336
201819,LUIS01200P,460175064,"2.656,00","777,00",14539.32
201819,PAEE00301C,820534801,"2.450,00",-,7350
201819,NATF07000V,630492008,"5.637,00","1.347,00",24092
201819,SVIC80500T,90060091,"2.500,00","3.600,00",4680
201819,CNAA833024,40120003,"1.014,00","798,00",2672
201819,MIIS024004,1080501556,"2.607,00",-,6105
201819,MEEE8AD025,830483071,"780,00","207,00",2548
201819,CHMM840017,690460361,"5.560,00","4.243,00",13484
201819,BLAA82704B,250301707,"811,00","581,00",1955
201819,OREE81002A,950060093,"2.784,00","1.259,00",4526
201819,AVEE84601N,640431214,"1.550,00","950,00",4800
201819,VAIC84700E,121190401,"3.739,00","1.641,00",7767
201819,PZEE87602G,760400898,"2.622,00","1.433,00",700
201819,CLAA82902T,850130960,"6.585,00","5.310,00",14696.55
201819,BGIC81500E,160240662,"14.270,00","6.720,00",27187
201819,NUAA85402B,910430137,"4.520,00","3.545,00",4393
201819,BAAA09505C,720190409,"5.400,00","3.242,00",7701
201819,LUAA83103V,460185010,"3.900,00","2.100,00",9400
201819,PDMM82701P,280822774,"11.500,00","10.459,00",6000
201819,AOEE002020,70030800,"2.530,00","2.222,00",4316
201819,RAEE825012,390140078,"4.040,00","2.547,00",8297
201819,VVAA82308D,1020491024,"2.365,00",-,4258
201819,PDPS019019,280634286,"18.647,00",-,-
201819,GEEE80502X,100560073,"1.680,00","1.344,00",2350
201819,PDAA89201N,280191336,"2.420,00","1.905,00",4096
201819,FREE85301Q,600560175,"2.220,00","1.415,00",13249
201819,SSAA85105V,900640747,"1.593,00","1.363,00",1265
201819,RMMM81401V,580911478,"1.260,12",-,19908.85
201819,NAEE8DV02N,630600021,"230,00",-,690
201819,CHPM00301V,690170429,"2.223,00","1.272,00",11007
201819,SVAA80401V,90420113,"580,00","600,00",6300
201819,LIAA076033,490121023,"5.000,00","7.500,00",2850
201819,MIMM89701P,151400066,"8.587,00","16.760,00",25761
201819,TOMM84101P,12140009,"4.000,00","1.250,00",21835
201819,BLMM80901V,250343434,"13.750,00","11.775,00",10200
201819,LEIC860006,750160274,"3.675,00","2.421,00",10967
201819,NUMM869018,910950671,"7.350,00","5.645,00",9000
201819,SVEE81105B,90150099,"1.050,00","800,00",2000
201819,TVIC847001,260761446,"32.779,00","25.501,00",18637
201819,AGEE82304T,840010002,"1.760,00","843,00",429
201819,SAPM05301G,650220505,"980,00",-,12063
201819,PRRI00801A,340170244,"11.000,00","12.000,00",15150
201819,ORAA81802Q,950411863,"6.230,00","5.300,00",6200
201819,PAMM854017,820534411,"2.500,00",-,25214
201819,PNEE81602R,930090002,"6.089,00","3.269,00",4802
201819,TAMM85101A,730151942,"6.356,00","3.733,00",1441
201819,PREE813036,340160128,"5.847,00","3.548,00",7381
201819,VBPS007019,1030720002,-,-,6209
201819,PAMM871011,820534369,-,-,839
201819,TVEE86706D,260210785,"956,00","323,00",6860
201819,RCEE86603G,800880633,"1.530,00","980,00",1925
201819,VEEE842021,270423555,"2.630,00","2.190,00",3190
201819,SAAA8BY047,651570003,"616,00","25,00",3654
201819,RCIC82900C,800521206,"6.000,00","3.760,00",4370
201819,RIMM82402X,570210750,"202,00",-,1800
201819,BSEE8AC02E,170740451,"3.700,00","2.241,00",4040
201819,RIAA82503L,570530057,"2.500,00","800,00",15100
201819,CTEE894027,870151522,"631,00",-,3786
201819,ALEE80701B,61600002,"10.000,00","5.000,00",15000
201819,SATF076019,651370500,"10.920,00",-,26208
201819,TRMM05000L,550320220,"7.200,00",-,20202
201819,MCIC83500T,430130046,"7.720,00","6.495,00",12100
201819,TVEE841036,260802803,"4.270,00","3.118,00",4378
201819,SOMM80502G,140771365,"2.938,00",-,3000
201819,MIRI10451R,1080330008,"15.680,00","7.718,00",11850
201819,NAIS04100B,630830058,"11.700,00","11.205,00",20165
201819,FEEE811034,380080100,"2.850,00",-,2700
201819,VAMM86101T,121181349,"12.000,00",-,6000
201819,RIEE81901C,570070727,"13.000,00",-,2400
201819,BAEE04400G,720040048,"4.133,00","2.693,00",20160
201819,ENAA817031,860192520,"3.500,00","1.100,00",19500
201819,PAAA12201D,820534739,"3.384,00","1.662,00",15811
201819,LTEE84301R,590240254,"19.000,00","18.400,00",500
201819,SVMM803028,90050168,"4.800,00","2.800,00",4800
201819,BAEE070048,1100031021,"4.900,00","2.843,45",15365
201819,RMAA88602N,580683353,"2.547,00","1.950,00",2000
201819,APTD07000B,1090060352,"7.700,00","4.700,00",50000
201819,LCPS00201G,970572065,"11.865,00","6.892,00",31446
201819,NAEE8BC01Q,630500233,"10.000,00","8.818,00",8006
201819,CBAA849022,700060373,"2.024,00","1.179,00",2955
201819,BIMM81301L,960040023,"1.880,00",-,6997
201819,NAAA8BD02B,630490044,"1.600,00",-,2574
201819,VETD028012,270243872,"32.542,00",-,26770
201819,UDAA82901L,301180009,"2.300,00","1.700,00",1900
201819,CAEE88806B,1110060279,"2.097,00","1.404,00",5336
201819,ARAA841014,510170010,"2.710,00","2.290,00",1451
201819,AQAA82708E,660590001,-,-,-
201819,CHAA03401R,690410083,"600,00","380,00",790
201819,MIAA8BS029,1080261493,"13.905,00","9.013,00",16515
201819,CEMM843012,610990263,"3.560,00",-,16780
201819,MCAA81402P,430300432,"770,00","500,00",2349
201819,BOAA80703C,370420800,-,-,-
201819,AQEE00605L,660491600,"2.041,00",-,1608
201819,PAAA03105G,820534374,"565,00",-,2204
201819,RMMM8FE01Q,580911132,"6.285,00","4.310,00",14580
201819,LITF030009,490090021,"19.956,00","11.170,00",2800
201819,ARIC813003,510020001,"18.075,00","14.365,00",17379
201819,RNRH01000Q,990130784,"35.870,00","23.635,00",3600
201819,PTMM811023,470180004,"270,00",-,1010
201819,BAAA88605L,720060004,"3.700,00","2.890,00",11305
201819,ANTF01401Q,420020463,"61.990,00","50.515,00",8300
201819,CSMM8AL019,780450774,"2.112,00",-,7499
201819,CAEE82101Q,1110890662,"1.640,00","890,00",7300
201819,MIEE8CP02N,1080310799,"14.699,00","10.859,00",4350
201819,RCAA85502V,800960220,"1.006,00","472,00",1923
201819,ANIC84500P,420170073,"4.697,00","2.631,00",6640
201819,MIEE8EK016,151050631,"15.943,00","13.836,00",8603
201819,PAIC85100P,820534453,"6.097,00","3.782,00",15143
201819,APAA82103Q,440140757,"8.000,00","5.233,00",19369
201819,SAMM89001X,650520191,"3.360,00","2.080,00",8704
201819,CAAA86403E,920091391,"5.410,00","4.374,00",4150
201819,IMIC800005,80420030,"2.722,00","1.618,00",15676
201819,PSAA823011,410690509,"628,00","78,00",5995
201819,TOTD01601B,11710016,"10.802,00","9.200,00",40619
201819,CEPS01401G,610272100,-,-,-
201819,ALMM824025,61850004,"2.000,00","1.256,00",6315
201819,LTIC826001,590180240,"835,00","340,00",2040
201819,RMEE8A602L,581140536,"4.700,00",-,10190
201819,PGAA06007P,540520191,"694,00","1.323,00",3150
201819,BNMM826039,620310222,"170,00",-,1683
201819,CEEE898017,610540284,"2.826,00","1.388,00",3343
201819,TAAA08302Q,730240117,"6.500,00",-,6120
201819,BSEE82401X,170920905,"5.660,00","4.320,00",13365
201819,BSEE8AH02N,171380142,"4.000,00","3.000,00",7500
201819,PVAA82902P,181100002,"4.135,00","2.185,00",4300
201819,ORPC01101E,950381452,"10.642,00","5.868,00",30568
201819,TSEE81702E,320060138,"1.495,00","990,00",6554
201819,BGEE843051,161820241,"8.010,00","160,00",1665
201819,PAMM8AB015,820534735,"2.110,00","216,00",22311
201819,PERH010006,680281024,"4.470,00","2.153,00",2484
201819,SAEE8BK01A,650991226,"2.400,00","82,00",5606
201819,VCPS021016,21580040,"667,00","665,00",2105
201819,COEE840036,131470316,"14.500,00","11.992,00",24777.76
201819,PNAA82203X,930320004,"5.955,00","4.909,00",2838
201819,SAAA075071,650671065,"3.525,00","2.364,00",3947
201819,CEAA043053,610521924,"6.866,00","3.700,00",24200
201819,CTIC89000R,870291525,"6.200,00","3.410,00",26390
201819,NAMM8DL01X,630600005,"18.288,00","12.770,00",24122
201819,CEAA834024,610280001,"510,00",-,3155
201819,RGEE833023,880092076,"6.840,00","4.899,00",6984
201819,PSEE83401L,410430614,"16.800,00","13.790,00",2193
201819,PZAA83304E,760450238,"3.800,00","3.040,00",5860
201819,AVMM843015,640460213,"3.495,00","2.361,00",5476
201819,RMEE8FJ01D,580910625,"13.000,00","8.351,00",21295
201819,SAAA89604T,650101183,"919,00","617,00",3019
201819,PZMM88503A,760750269,"1.000,00","586,00",3105
201819,PEEE810022,680340183,"1.578,00","935,00",1722
201819,SAEE8A401B,650022062,"4.260,00","3.368,00",3407.78
201819,VEPS023013,270423850,"15.420,00","10.520,00",8895
201819,BSPS00901A,170780959,"17.100,00","14.189,00",26905
201819,RMAA8CN01Q,580913145,"9.862,00","7.786,00",13805
201819,AVMM87502N,641090001,"4.104,00","2.654,00",10400
201819,NAAA8C4022,630840005,-,-,-
201819,BGAA858019,161350030,"4.233,00","3.473,00",2584
201819,MIMM815016,151461048,"4.760,00",-,16800
201819,CSEE87206B,780400517,"200,00",-,700
201819,PGMM81401T,540280561,"2.340,00","1.284,00",8400
201819,VIEE80802R,240633046,"2.450,00","1.450,00",8000
201819,RCMM81001C,800140351,"6.030,00","4.407,00",5566
201819,CSAA83805N,780390778,"950,00","650,00",1000
201819,ATAA81701T,50050018,"3.380,00","2.490,00",3115
201819,MTPM004019,770280886,"2.000,00","400,00",12430
201819,VRAA88901G,230912039,"5.410,00","4.803,00",2019
201819,CSAA8AF02N,780290108,"3.000,00",-,1900
201819,RGTL02101E,880062246,"3.000,00",-,31255.06
201819,VIMM89002L,241232479,"9.918,00","6.467,00",9112
201819,COMM85101D,131430336,"4.522,00","3.004,00",9150
201819,IMAA81501Q,80550137,"3.177,00","2.377,00",13163
201819,PAEE855025,820534665,-,-,2124
201819,MSAA80802Q,450030002,"3.260,00","2.700,00",2380
201819,PDRI02251Q,280604179,"10.814,00","7.029,00",45456
201819,BNAA83702E,620380902,"1.827,00","1.059,00",2765
201819,RNIC80100N,990170404,"29.023,00","23.000,00",6492
201819,CNAA82302D,40990002,"16.609,00","14.880,00",8076
201819,NAIC8AK00G,630720006,"7.020,00","5.380,00",5927.16
201819,CRTA00201A,190253177,"124.100,00","122.487,00",96000
201819,CSTD06751C,781231071,"13.336,00","10.180,00",27891
201819,TAAA83902L,730270002,"3.850,00","800,00",49000
201819,RMIS093003,580681963,"9.750,00","6.788,00",26323
201819,LEEE875045,750880213,"12.120,00","9.065,00",7426
201819,FIEE86602E,480430022,"1.632,00","1.162,00",3385
201819,AOEE018040,70368100,"3.000,00","1.600,00",4800
201819,TOEE8AA043,10610001,"4.675,00","3.676,00",2997
201819,CAEE863041,1110720518,"8.187,00","5.242,00",7350
201819,ENPS019018,860121855,"4.559,00","1.089,00",20769
201819,GEMM862012,100250350,"2.935,00","2.072,00",23301
201819,RCAA874028,800930215,"8.136,00","6.726,00",16141
201819,PGEE03906D,540241101,"5.600,00","4.730,00",5700
201819,RMAA8FN01G,580910516,"4.814,00","3.047,00",12206
201819,LTEE805045,590110164,"5.537,00","4.712,00",2475
201819,VTAA82802Q,560360100,"1.400,00","730,00",6427
201819,TAEE81201R,730180236,"1.275,00","598,65",4525.28
201819,FGPM010009,710291155,"3.773,00","4.075,00",16934
201819,POPC001014,1000050017,"6.092,00","5.408,00",10499
201819,APMM809039,440120287,"1.296,00",-,-
201819,CLSL00601P,850070884,"24.320,00","22.997,00",20631
201819,PIAA829036,500410002,"900,00","650,00",850
201819,KREE82403N,1010080103,"2.500,00","1.200,00",2700
201819,SAAA8BF04G,651270001,"1.275,00",-,1690
201819,VVMM033001,1020470437,"3.690,50","681,00",3296.25
201819,SIMM828034,520120010,"11.640,00","8.844,00",15500
201819,CHAA82001T,690870384,"2.937,00","2.032,00",7285
201819,TSMM819014,320010010,"3.530,00","3.170,00",3500
201819,FGRH060003,710462152,"3.170,00","27,00",9602
201819,TVMM838017,260022486,"9.384,00","8.051,00",6119
201819,SPMM81801E,110150137,"7.500,00","5.900,00",10000
201819,SAIC8A300D,650370918,"7.550,00","5.320,00",11250
201819,VBMM01700A,1030280011,"2.175,00","1.305,00",12225
201819,SAAA8AH04L,651060178,"1.683,00","933,00",4501
201819,CBEE828059,700380401,"3.788,00","3.188,00",5600
201819,KRMM82502B,1010181160,"1.775,00","5.845,00",7285
201819,FGAA81601E,710070027,"952,00","300,00",5817
201819,CTAA880046,870152822,"4.300,00","3.440,00",6880
201819,SAMM895013,650991241,"9.263,00",-,6419
201819,NATD08401G,630590007,-,-,-
201819,LIMM00100P,490091043,"1.426,00","370,00",9200
201819,PVIC80800Q,181231488,"9.642,00","8.078,00",12780
201819,ENEE816029,860163115,"2.045,00","950,00",7144
201819,CSMM85801V,780570844,"5.046,00","3.846,00",5426
201819,RGMM80101D,880042278,"3.105,95","1.934,97",3784.12
201819,LEMM86401E,750220479,"13.532,00","10.495,00",21754
201819,FOMM80203R,400460122,"19.972,00","15.263,00",11644
201819,NAMM8GS01X,630491857,"2.210,00","300,00",14000
201819,VREE85506V,230252574,"6.116,00","4.276,00",13630
201819,GEMM82901A,100250122,"1.140,00","414,00",15972
201819,FOAA820025,400120008,"1.973,00","1.704,00",1197
201819,VCEE817034,20480001,"300,00","1.700,00",900
201819,MORI008013,360222905,"26.400,00","21.400,00",16000
201819,GEIC824006,100250132,"5.209,00","3.480,00",32851
201819,BOAA846022,370320044,"9.597,00","8.250,00",4278
201819,LUEE82204A,460025005,"4.761,00","3.021,00",13500
201819,TEMM81002G,670160193,"4.530,00","3.350,00",5200
201819,AVRH04000X,640080014,"5.680,00","4.080,00",11600
201819,SVMM80502X,90330024,"2.000,00",-,5000
201819,PDMM87202N,280522852,"1.246,00","512,00",3735
201819,BOEE82406E,370510302,"4.350,00","3.090,00",4321.5
201819,ALEE82806N,60030022,"1.510,00","853,00",4278
201819,LTEE842022,590190243,"5.300,00","3.792,00",4347
201819,BAEE076003,720110390,"7.069,00","3.150,00",29846
201819,MOAA85002G,360010610,"2.476,00","1.930,00",3180
201819,NAAA23604E,630630125,"1.250,00","1.030,00",924
201819,CTAA045051,870080812,"2.155,00","348,00",18313
201819,PDEE842063,280361849,"1.810,00","1.150,00",2200
201819,BNIC842004,620010740,"5.760,00","4.073,00",13104
201819,FIPS008012,480330001,"9.040,00","3.423,00",24445
201819,RMMM898013,580471304,"8.340,00",-,5152
201819,AQTL019018,660750356,"18.362,00","13.337,00",47284
