ANNOSCOLASTICO,CODICESCUOLA,CODICEEDIFICIO,SPERFICIEAREATOTALE,SPERFICIEAREALIBERA,VOLUME
201819,NAAA8FH025,630760478,"7.084,00","4.333,00",6795
201819,PAMM812015,820304057,"4.745,00","3.001,32",3800.33
201819,MOEE825024,360060149,"2.400,00","1.415,00",10156
201819,AVMM807056,640850002,"970,00",-,5081
201819,RMEE8EX01T,580910918,"5.551,00","3.821,00",10910
201819,GREE81904G,530210167,"1.930,00","1.215,00",2860
201819,LTAA84902G,590110011,"2.600,00","2.000,00",2240
201819,NAAA8AN02L,630672024,-,-,-
201819,BGAA891011,161040092,"3.113,00","2.141,00",3888
201819,TVMM85002V,260252307,"3.826,00","2.532,00",12811
201819,TAMM84901A,730150257,"7.980,00","4.481,00",7195
201819,LUIS02100D,460335080,"2.108,00","687,00",18118
201819,TEAA834042,670040042,"3.024,00","2.041,00",1353
201819,PAEE012017,820534450,"6.670,00","4.102,00",7700
201819,MNEE820039,200640623,"7.600,00","6.500,00",3520
201819,PAAA8AR03T,820534213,"368,00","260,00",778
201819,VIEE82502E,240532647,"7.264,00","6.234,00",7627
201819,VIAA87301N,240112827,"3.865,00","3.193,00",5245
201819,BOCT709002,370200436,"15.844,00","13.132,00",9029
201819,UDEE827027,300780002,"22.475,00","8.545,00",18600
201819,ORMM812043,950270149,"4.858,00","2.897,00",8256
201819,RGTA017012,880121093,"15.306,00","11.007,00",16538.97
201819,CLEE830016,850044398,"6.000,00",-,17000
201819,CEEE892029,610220015,"2.505,74","1.070,20",10256.96
201819,RIAA81601Q,570590000,"7.525,00","5.825,00",10200
201819,ALEE80607T,60350002,"950,00","665,00",950
201819,VAEE878018,120701558,"2.233,40",-,2505
201819,SRIC861001,890174959,"8.091,00","4.170,00",14086
201819,BREE80702Q,740061490,"4.610,00","1.980,00",15777
201819,PAAA017048,820533387,"4.200,00","3.013,00",11365
201819,MEAA85102V,830483048,"1.000,00","700,00",1440
201819,BOIC84700X,370320220,"3.518,00","2.832,00",10290
201819,RMMM671008,580913616,"4.410,00",-,14550
201819,SSTL02901D,900640396,"3.671,00","3.081,00",4484
201819,RMPC12000C,580911357,"6.940,00",-,50594
201819,BSIC885009,170290351,"10.435,00","6.757,00",23245
201819,CEEE04400V,610521927,"13.680,00","11.155,00",7214
201819,LEIC8AL00L,750030450,"4.680,00","3.837,00",6423.25
201819,MIEE8AE039,1080332757,"5.000,00","3.180,00",8505
201819,PIMM82601R,500320200,"4.600,00","3.775,00",6480
201819,VAMM325009,120260017,"47.500,00","34.170,00",27778
201819,BGEE889016,160050144,"7.943,00","5.242,00",25672
201819,SSRH07050X,900060443,"6.000,00","3.698,00",22310
201819,LEMM89703X,750520521,"9.322,00","6.707,00",17355
201819,TOTD03101D,12650018,"24.927,00","21.500,00",28275
201819,AVMM86002X,641080001,-,-,-
201819,SAMM8BK019,650991224,"1.880,00","300,00",11900
201819,COAA80104B,132540027,"800,00","240,00",6440
201819,CAAA046065,1110340846,"8.200,00","7.075,00",8500
201819,NAAA8CT059,630560004,"2.822,00","2.079,00",2675
201819,TVMM88002P,260371379,"40.460,00","34.348,00",9995
201819,SAMM8AV027,650400943,-,-,-
201819,MIEE8FH01Q,151680580,"3.650,00","1.760,00",14695
201819,BRPS09000V,740011742,"11.611,00","4.375,00",50890
201819,NARI08951D,630860033,-,-,-
201819,PVAA834048,180600086,"568,00",-,1704
201819,PSTF01000N,410670362,"36.971,00","28.577,00",12000
201819,NAMM8B901N,630491418,"9.786,00","7.500,00",13900
201819,LEIS04200R,750352275,"12.470,00","7.798,00",20445
201819,PVEE810085,181170351,"250,00","100,00",900
201819,BATA02452P,720250770,"7.230,00","4.454,00",26575
201819,TOAA8AX03Q,12490003,"3.665,00","2.925,00",3285
201819,RAEE80701C,390040100,"3.365,00","2.427,00",11570
201819,NAIC8F700B,630630129,"3.050,00",-,5320
201819,RIMM82001G,570160174,"1.100,00","630,00",2850
201819,CNEE812028,40910001,"770,00","536,00",1400
201819,CEAA82203V,610400001,"600,00","190,00",1599
201819,AVEE815023,640200472,"1.752,00","1.165,00",6300
201819,CTEE89602V,870151430,"9.400,00",-,20500
201819,RIIC80800X,570700192,"4.100,00","2.250,00",12000
201819,REEE85404G,350400171,"8.487,00","6.975,00",12208
201819,BSEE82102D,170460792,"2.844,00","1.794,00",4743
201819,MIAA8BG018,150400253,"7.880,00","5.215,00",7995
201819,PZAA886043,760630295,"2.400,00","500,00",5900
201819,BAEE175015,1100090488,"9.675,00","7.075,00",18400
201819,SRAA82101B,890094194,"4.163,00","2.520,00",15027.5
201819,PDAA894019,280344213,"24.319,00","17.560,00",38218
201819,RGAA81401B,880100001,"3.200,00","2.210,00",4410
201819,MIMM8B101D,1080071603,"6.530,00",-,5960
201819,NAPS73001D,630730001,"5.460,00","3.382,00",9994
201819,CRIC82000X,190360217,"7.421,00","3.891,00",63900
201819,ENEE061017,860122749,"662,00",-,3972
201819,MNEE80302E,200151037,"12.313,00","8.969,00",2076
201819,VIEE81003T,240141051,"5.992,00","4.233,00",2799
201819,RCAA806125,800630042,"1.579,00",-,1820
201819,NAEE8EX01V,630271152,"3.300,00","940,00",936
201819,ROEE809024,290272098,"3.706,00","3.123,00",3972
201819,FOEE01909E,400070183,"11.361,95","9.211,25",11934.83
201819,CBIC85200X,700460232,"640,00",-,5240
201819,NAEE218002,630341114,"2.800,00","1.553,00",8080
201819,GEIC831009,100250013,"3.791,00","2.078,00",46365
201819,BAEE19800R,1100010383,"4.080,00","3.080,00",9200
201819,BOAA853014,370060151,"4.528,00","4.522,00",7825
201819,AQAA82003E,660100053,"317,00","889,00",1169
201819,ALEE823019,61790001,"2.750,00","1.725,00",4124
201819,PGEE83303A,540010304,"2.790,00","1.385,00",8859
201819,BOAA832013,370620082,"2.490,00","1.948,00",2750
201819,MTIS002006,770270188,"331,00",-,2808
201819,AQPS03000Q,660060331,"15.454,00","8.733,00",46632
201819,CEMM89501P,610091718,"4.400,00","2.738,00",7250
201819,CTAA82606G,870162612,"2.695,00","1.618,00",10770
201819,PTIC81900G,470030003,"3.634,00","2.243,00",8952
201819,BNEE85701X,620580046,"4.000,00","2.490,00",8778
201819,TAAA86104X,730130083,"5.173,00",-,17560
201819,VARC023015,120700001,"6.550,00","2.580,00",71152
201819,MIEE8DD028,151461100,"1.000,00",-,41303
201819,CSIC8AE00X,781230924,"3.559,00",-,12359
201819,PARA00801L,820634409,"10.000,00","9.399,00",2460
201819,MIMM87601N,151883315,"4.000,00","1.438,00",7161
201819,BAEE884023,720061582,"6.020,00","3.920,00",17000
201819,ALAA81203Q,60830002,"274,00",-,1041
201819,CAAA888011,1110351021,"1.310,00","790,00",2632
201819,LTTF01801P,590111815,"24.375,00","17.121,00",2220
201819,LEEE82306E,750260293,"3.900,00","2.858,00",7800
201819,CZAA87401C,791600606,"4.600,00","550,00",25696
201819,CTRI03801G,870150520,"23.020,00","18.360,00",9500
201819,MIIC8DP005,1080511183,"14.040,00","12.046,00",13693
201819,CTEE8AY02N,870172348,"7.200,00","4.896,00",1429
201819,SSMM80201N,900590380,"18.376,00","1.564,00",8784
201819,FEIC81100X,380080098,"2.000,00",-,13516
201819,TAIC80600B,730140094,"4.313,00","3.173,00",4200
201819,AVAA857031,641130001,-,-,-
201819,BGEE848021,161110686,"3.768,00","550,00",11304
201819,ANIC81800A,420020338,"7.500,00","4.000,00",16920
201819,BRMM80201E,740040238,"1.416,00",-,9841
201819,BARC046018,1100021433,"9.100,00","6.500,00",24500
201819,MIIC815005,151461048,"4.760,00",-,16800
201819,BGEE86605N,161700001,"2.948,00",-,2936
201819,LITD00802X,490090008,"1.395,00","900,00",5200
201819,SAAA8BJ04C,650220011,-,-,-
201819,BARI03601A,1100091092,"2.985,00",-,17237
201819,CEAA856032,610690003,-,-,-
201819,VEIC818001,270112690,"5.500,00","2.555,00",16695
201819,RGEE80501T,880033353,"1.554,00","412,00",5600
201819,RMTF350007,580911662,"20.396,00","17.023,00",29397
201819,TOAA89701E,11890001,"7.548,00",-,6400
201819,CATD220001,920090616,"8.594,00","5.597,00",18107
201819,MITF093013,151460106,"92.414,00",-,4117
201819,SACT701004,650780833,"5.187,00","4.267,00",10120
201819,CBEE83303P,700500363,"1.580,00","2.888,00",5413
201819,SOAA81701L,140450337,"7.140,00","5.087,00",8537
201819,VIEE88703V,240852108,"1.253,00","953,00",3540
201819,TPMM82001G,810114081,"2.354,00","2.064,00",977.05
201819,MIEE8AL021,1080120660,"2.467,00","1.093,00",8534.4
201819,COEE85205E,130750148,"10.080,00","1.500,00",12600
201819,MCEE80203P,430390027,"815,00",-,9046
201819,MIIS09700T,151180002,"3.639,00",-,9517
201819,UDEE819028,300310002,"31.400,00",-,4500
201819,BRAA82101Q,740171592,"1.328,00","757,00",1999
201819,VBAA804014,1030620002,"2.000,00","1.680,00",3200
201819,BAAA85702D,720290204,"750,00","320,00",129952
201819,CREE825037,190121000,-,-,-
201819,BOPM030005,370060396,"2.759,00","1.336,00",22768
201819,MEAA819034,831053333,"1.935,00","1.347,00",2413
201819,TPAA06603X,810144121,"1.200,00","820,00",1330
201819,CTAA85201V,870420520,"890,00","515,00",2200
201819,LUPS004016,460095003,"22.733,00",-,12258
201819,MSEE81103T,450179999,"1.740,00","1.260,00",2880
201819,VIAA84302V,241003453,"616,00","386,60",1154.64
201819,RMTD04850Q,580131598,"15.097,00","12.363,00",22056
201819,BNMM841019,620680166,"4.900,00","3.050,00",1500
201819,PAAA81801X,820594602,"2.400,00",-,1600
201819,LTMM80801C,590210590,"1.338,00","340,00",6000
201819,BNPS008017,620010002,"8.500,00","4.830,00",7820
201819,BIAA816043,960370001,"1.500,00","1.035,00",3254
201819,BORF02750X,370061000,"45.408,00",-,207032
201819,BITF00401D,960730008,"5.521,00","3.823,00",15957
201819,ANAA83001T,420210362,"4.449,00",-,15562
201819,NAIC8DF00A,630840016,-,-,-
201819,BGIC883005,162180408,"6.370,00","3.930,00",16800
201819,AOAA007010,70055000,"4.948,00","3.018,00",4184
201819,RMMM8C4014,580071165,"11.828,00","9.761,00",10852
201819,PDMM861016,280131356,"9.436,00","6.794,00",-
201819,RMEE8D901V,580910350,"6.750,00","2.181,00",60350
201819,ANIS01100Q,420340287,"4.800,00","1.360,00",19030
201819,CNMM81102B,42420005,"6.000,00","4.270,00",4380
201819,TOMM8AV016,10780016,"5.450,00","3.010,00",32070
201819,CTIS03300R,870042451,"17.400,00","10.685,00",33300
201819,CZPS02000R,791601046,"5.785,00","3.700,00",10100
201819,LOAA80901A,980100025,"7.380,00","6.060,00",4230
201819,VVEE81501C,1020400997,"3.000,00","2.152,00",6095
201819,ANPS040005,420210403,"18.716,00","16.538,00",22430
201819,TOEE05104E,12720145,"1.921,00","1.138,00",10660
201819,AVAA00201Q,640080299,"2.234,00","1.869,00",3900
201819,SSAA826012,900211074,"1.765,00","1.238,00",2161
201819,LIEE01337Q,490091011,"3.265,00","1.721,00",12043
201819,VTAA80301A,560180004,"3.150,00","1.380,00",1330
201819,CLTL006014,850070886,"23.488,00","22.997,00",8101
201819,BSEE80606G,171910834,"1.500,00","1.260,00",2196
201819,CHMM80701G,690330355,"4.138,00",-,7558
201819,PITD07050L,500320302,"10.080,00",-,14490.31
201819,BGEE80701N,160240120,"12.830,00","8.945,00",10200
201819,COAA83401G,131590002,-,-,-
201819,CNEE821034,42140003,"1.200,00","656,00",705
201819,SAAA85502D,650090002,"2.560,00","1.760,00",3795
201819,BAMM854015,720290598,"11.370,00","6.908,00",15204
201819,TSMM80201P,320060034,"15.393,00","10.493,00",47565
201819,PTEE82602T,470170010,"7.933,00","6.698,00",11145
201819,SAIC83300P,650050003,"3.178,00","2.318,00",6041
201819,SAEE87702G,651181167,"3.650,00","2.482,00",1971
201819,TRMM816026,550330132,"860,00",-,-
201819,AGIC84500D,840414358,"8.500,00","5.563,00",18000
201819,VBEE81205C,1030470002,"780,00","580,00",1986
201819,SSIC84500E,900030189,"3.577,00","3.060,00",3597
201819,PAMM8AK015,820534284,"722,00",-,4765
201819,TVEE84801V,260190812,"8.921,00","5.153,00",8925
201819,VTIS00400D,560420237,"4.150,00","2.800,00",17550
201819,CNMM84602A,40860003,"476,00",-,4908
201819,PVEE81104R,180730078,"700,00",-,-
201819,SAIS00100B,650670520,"3.690,00",-,6300
201819,CNEE81609V,42010001,"3.250,00","2.302,00",9850
201819,RCTD01101N,800521163,"4.900,00","4.000,00",4590
201819,VRAA81302B,230151106,"10.851,00","10.034,00",5400
201819,FOMM80302G,400440818,"2.520,00","1.208,00",3800
201819,CSMM8AE011,781230925,"453,00",-,3171
201819,CRAA802028,190490034,"945,00","730,00",850
201819,LEAA895034,750300430,"2.104,00","340,00",9261
201819,RMAA85201D,580911690,"6.044,00","4.544,00",500
201819,LUEE84701G,460175720,"1.460,00","920,00",3430
201819,TRAA823058,550230057,"2.622,00","1.717,00",4344
201819,AVMM87102A,640140002,-,-,-
201819,VEMM03600G,270423830,"15.000,00","6.541,00",17100
201819,LUEE836048,460075030,"2.530,00","1.880,00",5525
201819,SIEE81201D,520160003,"3.560,00","2.668,00",4317
201819,BOEE83601G,370570430,"2.900,00",-,2700
201819,VVEE83006Q,1020180282,"892,00","564,00",3122
201819,LTMM855012,590140671,"5.224,00","2.970,00",4974
201819,LEAA00505Q,750351104,"2.200,00","1.580,00",2327
201819,TOAA894068,10420001,"1.199,00","350,00",1450
201819,MIPC140005,151300002,"2.977,00","2.037,00",2159
201819,CAIC84100V,1110650510,"7.815,00","6.600,00",7180
201819,LEAA829024,750430117,"2.900,00","1.950,00",4808
201819,PAAA8AR04V,820534170,"2.240,00","1.740,00",2650
201819,MCAA83701A,430150051,"870,00","713,00",1210
201819,PDTD007518,280554266,"35.403,00","27.381,00",22126
201819,MEMM86601Q,830483226,"5.200,00","2.150,00",36560
201819,PSAA83205X,410290065,"293,00","278,00",-
201819,CZMM81502T,790200856,"6.925,00","5.385,00",10710
201819,VAEE86901D,121330073,"5.600,00","3.998,00",13674
201819,CHAA82602T,690660147,"640,00","275,00",2347
201819,NUIC82400N,910100016,"6.280,00","4.111,00",12060
201819,CAPS06000T,1110711223,"20.013,00","13.400,00",55404
201819,FGTD003012,710040895,"2.981,00","15.568,00",13276
201819,PGAA042042,540142682,"1.612,00",-,3627
201819,PDEE862024,280171403,"2.400,00","1.750,00",3600
201819,LCEE807016,970171743,"5.600,00","3.850,00",9000
201819,TPEE00106D,810214615,"958,00","300,00",8075.93
201819,PZMM864028,760210264,"612,00",-,8080
201819,CAEE86604C,1110590320,"2.900,00","1.060,00",3962
201819,MIEE8DU028,151461010,"4.380,00",-,20685
201819,KRTD012513,1010101101,"2.000,00","1.200,00",15000
201819,RCAA825034,800691064,"6.200,00","2.380,00",1300
201819,NOEE81606R,31080003,"3.988,00","2.356,00",16902
201819,PAPC11000Q,820534894,"3.400,00",-,8202
201819,CERI02951X,610021351,"19.278,00",-,9.7
201819,CEIC868009,610030609,"6.000,00","1.032,00",1715
201819,VAMM82103D,120650389,"2.820,00","1.710,00",6672
201819,RMTD057016,580291720,"2.075,00","12.522,00",6827
201819,PIEE824027,500270101,"1.320,00","855,00",2400
201819,ISMM829013,940020070,"2.948,00","1.371,00",13178
201819,BGAA846013,160961148,"7.512,00","4.872,00",9768
201819,MIIC8EH003,150811220,"3.000,00",-,14000
201819,SVMM817015,90490171,"7.823,00","7.133,00",11000
201819,POMM811018,1000070001,"8.030,00","5.743,00",14512
201819,VCAA81101T,21580033,"4.080,00","2.680,00",13090
201819,CETF02801G,610051957,-,-,-
201819,BSRH03151P,170290012,"11.000,00",-,4200
201819,PNPQ00201G,930370016,"38.000,00","25.860,00",9530
201819,PSIC829003,410130278,"11.090,00","9.370,00",21900
201819,VBAA81604D,1030490001,"1.650,00","1.340,00",1860
201819,BSIC84100G,171330583,"9.240,00","4.700,00",13312
201819,TVRA018015,260123744,"27.514,00","20.643,00",14731
201819,VCEE812042,20020002,"440,00",-,3500
201819,CEEE04400V,610521938,-,-,-
201819,PRMM81601E,340120112,"530,00",-,-
201819,SOAA80504D,140541385,"3.200,00","375,00",3000
201819,MIIC8A100T,152091378,"7.820,00","5.176,00",32229
201819,MEMM84601E,830523255,"1.536,00",-,2780
201819,NATF24000R,630490145,"18.380,00","4.530,00",8200
201819,MIEE8BU015,152290593,"3.335,00","1.955,00",13073
201819,TEPM010004,670410009,"3.016,00","458,00",36041
201819,BSIC87700A,170290371,"7.900,00","5.571,00",4729
201819,NAMM8F2019,630731215,"7.409,00",-,17900
201819,NOMM825019,31060023,"10.585,00","7.161,00",16156
201819,LESL03000R,750352281,"13.758,00","9.944,00",21180
201819,BSEE874022,170770314,"1.905,00","962,00",5528
201819,SRSL00301C,890154788,"700,00","88,00",6855
201819,BSAA8AE032,171400701,"500,00","370,00",1955
201819,MEAA83304B,830323665,-,-,9378
201819,RIAA822057,570590749,"4.700,00","3.950,00",1550
201819,RMAA8B904G,580320188,"577,00",-,-
201819,PGIC84400L,540510578,"3.800,00","7.099,00",16779
201819,MIRA08301X,152483120,"11.453,00",-,25835
201819,MCEE827022,430230111,"4.700,00","4.025,00",4270
201819,SOIS00600D,140180209,"3.300,00","1.695,00",12600
201819,BRTD010042,740111841,"3.219,00","2.159,00",7961
201819,UDAA820016,300190003,"6.230,00",-,-
201819,PZTF00701P,760480786,"8.000,00","3.000,00",4400
201819,VIAA854018,240563008,"6.400,00","4.600,00",7000
201819,PZEE857015,760570876,"5.079,00","3.179,00",1000
201819,CAMM81201X,920091545,"6.171,00","2.899,00",1792
201819,SREE81403G,890014133,"2.265,00","1.398,00",4075
201819,BRAA81301R,740010024,"271,00",-,948
201819,UDEE85802V,301290046,"8.400,00","6.821,00",9043
201819,RAEE809025,390100123,"1.515,00","400,00",12480
201819,RMPC09000T,580911233,"5.354,00","3.678,00",18883
201819,FGEE819017,710010224,"3.000,00","1.900,00",7000
201819,NAAA03306B,630491570,"4.200,00","2.000,00",7227
201819,BLMM81302G,250023418,"5.436,00","4.321,00",8695
201819,NAPM10050T,630491288,"1.740,00","1.340,00",5360
201819,PDMM87802L,280952819,"4.000,00","2.624,00",5969
201819,MSEE810021,450090010,"2.282,00","1.183,00",4026
201819,VTAA821032,560500041,"4.950,00","3.700,00",4250
201819,UDAA82306V,300470001,"1.845,00","1.365,00",3600
201819,TOAA83702X,10380003,"2.941,00","2.230,00",2640
201819,MIAA8C6013,151460004,"1.020,00",-,3872
201819,TOEE82501T,10930002,"1.917,00","833,00",8873
201819,RMIC8GJ002,580131375,-,-,28511
201819,AQTD08000L,660990315,"7.589,00","6.039,00",13880
201819,LTEE83105P,590010030,"5.858,00","4.970,00",2242
201819,RAIC824004,390140053,"7.676,00","5.084,00",10778
201819,ARIC821002,510330006,"5.969,00","3.750,00",16830
201819,LCMM81302D,970401964,"1.206,00","746,00",3450
201819,ARAA83103G,510010007,"1.250,00","955,00",1198
201819,GERI020503,100250423,"5.230,00","2.743,00",28700.07
201819,CHEE811018,690810001,"5.171,00","3.773,00",9097
201819,PGEE813013,540100420,"2.625,00","300,00",8623
201819,ATEE80606T,51180001,"1.197,00","862,00",2112
201819,CNMM82201R,40370001,"15.650,00","11.410,00",17020
201819,MEEE88904L,830040001,-,-,-
201819,RMEE88903B,580120949,"1.300,00",-,624
201819,OREE819083,950690126,"6.950,00","5.580,00",5976
201819,RMAA8DE01A,580390190,"2.932,00","2.752,00",2195
201819,TAAA86103V,730130177,"1.560,00","1.198,55",1337.36
201819,FRPC023019,600061000,"1.080,00","500,00",11068.16
201819,NAAA8FS015,630050007,"10.960,00","8.165,00",14715
201819,VVEE82301B,1020030072,"3.200,00",-,1020
201819,PVPS011016,181100355,"2.450,00","755,00",21795
201819,ANMM850017,420140349,"19.207,00","16.113,00",16392
201819,RMEE8B201V,580913815,"11.325,00",-,14865
201819,PARA008501,820634409,"10.000,00","9.399,00",2460
201819,CTPS040009,870151917,"16.761,00","12.930,00",1776
201819,GREE830017,530110090,"10.190,00","8.429,00",10253
201819,NUPS018033,910851161,"11.500,00",-,546800
201819,CEIC8AU001,610480387,"11.160,00","3.494,00",88164
201819,BSMM830016,170960661,"10.350,00","3.800,00",17500
201819,LTAA81405Q,590260036,"5.890,00","3.524,00",17300
201819,ROIC80000E,290122093,"5.152,00",-,9768
201819,NAEE8E101X,630320022,"5.334,00","2.794,90",5495
201819,CEAA8AT023,610491353,"5.713,00","3.716,00",2238
201819,TAEE87002T,730270585,"3.650,00","2.410,00",7510
201819,CLEE025083,850161616,"693,00","228,00",1767
201819,TOMM831025,12400004,"1.978,00","1.258,00",5040
201819,SSEE81202A,900781878,"3.000,00",-,2860
201819,NAEE8DA02A,630640008,-,-,-
201819,IMEE81101N,80310060,"4.783,00","823,00",12923
201819,CNEE83202D,40090002,"544,00","202,00",2167
201819,LETF03801N,750390606,"1.500,00",-,8600
201819,BSEE88305X,170290358,"9.763,00",-,8091
201819,PDTE029017,280604190,"23.640,00","16.400,00",38500
201819,AGAA81002C,840204911,-,-,-
201819,TOMM866013,12720073,"13.893,00","7.991,00",38318
201819,BSTF013014,171250144,"43.800,00","35.550,00",2800
201819,NAAA8EW01T,630230003,"9.031,00","6.989,00",12252
201819,MCTA009019,430230613,"22.800,00","18.970,00",13590
201819,CTEE815026,870032481,"3.000,00","1.896,00",7376
201819,AVMM84601L,640431213,"1.638,00","1.010,00",1710
201819,FGAA843042,710462151,"3.830,00","296,00",2984
201819,ALEE82203G,61780001,"2.550,00","2.079,00",2270
201819,VIEE844031,240333346,"131,00",-,428
201819,PVEE82301X,180230110,"460,00",-,3900
201819,BAAA167022,720430264,"3.200,00","2.600,00",3840
201819,FIEE82203T,480440007,"4.117,00","2.712,00",4500
201819,RMIC8CH00A,580910442,"5.539,00","3.367,00",10366
201819,ENIS011007,860093384,"5.838,00","4.414,00",22577
201819,MIMM8B001N,152421408,-,-,-
201819,BSIS01300G,171250007,"43.800,00","35.550,00",32817
201819,NAEE8FY02A,630830005,"4.000,00",-,11000
201819,BOPS00301R,370080814,"18.860,00","16.555,00",6336
201819,PZPS00601R,760700800,"2.500,00",-,6500
201819,CSIC8AJ00L,780170086,"295,00",-,929.25
201819,MITD02102X,151401602,"8.039,00","5.348,00",16146
201819,VAEE81904G,121170310,"3.740,00","2.351,00",5107
201819,ALEE00701C,60030019,"7.324,00","5.399,00",12252
201819,LUEE83503B,460075041,"1.760,00","1.280,00",2160
201819,PDAA838022,280770903,"48.000,00","3.785,00",4000
201819,BOEE85103Q,370060121,"2.352,00","1.442,00",10362
201819,FRAA82905T,600360039,"367,00","700,00",1110
201819,CEEE8A605V,610080536,"1.300,00","1.000,00",1260
201819,RMMM854019,580911006,"9.118,00","6.377,00",13749
201819,COEE80209N,130970255,"660,00","3.180,00",13510
201819,TPAA06602V,810144310,"4.000,00","3.350,00",1200
201819,CNAA82102T,42140002,-,-,1720
201819,RMRI11901N,580911513,"6.946,00","2.339,00",41300
201819,CTAA82506Q,870112334,"5.400,00","3.609,00",10139
201819,CHMM84201V,690580789,"1.150,00",-,13800
201819,FIEE869011,480240003,-,-,219.89
201819,BGMM847024,161080544,"2.500,00","780,00",6453
201819,TOEE8AC02L,12170005,"5.000,00","4.250,00",3150
201819,ROAA81102V,290501003,"3.479,00","2.909,00",1974
201819,NUEE87102A,910170435,"10.645,00","7.712,00",8901
201819,AGPM02101L,840331019,"2.450,00","1.990,00",3156
201819,GOEE806017,310060005,-,"1.088,00",-
201819,GOAA81004R,310070050,"2.319,00","1.724,00",3072
201819,TOPS01000G,11250020,"25.967,00","14.245,00",28245
201819,NAEE8BM02L,630840002,-,-,-
201819,LOEE81002R,980540766,"5.536,00","3.706,00",19800
201819,VVAA823016,1020031443,"1.260,00","545,13",801.2
201819,RMEE8DD01Q,580291552,-,-,5000
201819,FGMM148003,710511911,"13.500,00","9.110,00",22800
201819,TOMM8BP02D,11950001,"3.569,00","3.179,00",3152
201819,BORH022043,370200436,"15.844,00","13.132,00",9029
201819,NAEE14302X,630360009,"2.284,65","1.012,84",3044.09
201819,TOEE80502N,12720076,"11.577,00","9.836,00",25312
201819,CAMM845028,1110150773,"2.796,00","1.413,00",4426
201819,BAEE83601L,720120103,"4.227,00","2.094,00",14743
201819,MEEE872058,830483179,"539,00","393,00",647
201819,RMEE221041,581180806,"1.450,00","1.000,00",2500
201819,TVIC84200T,260572979,"12.113,00","9.952,00",20010
201819,METD00101A,830913137,"6.500,00","4.083,00",18041
201819,MEEE842029,830643876,"5.171,00",-,4452
201819,SAEE16308T,651371462,"2.715,00","1.652,00",4600
201819,SAIS053004,650220505,"980,00",-,12063
201819,BRMM82801P,740030176,"5.000,00","1.000,00",3540
201819,PAIC86900X,820534419,"11.943,00","9.040,00",7805
201819,VVIC83500G,1020450351,"2.000,00","928,00",7401.15
201819,AGEE83303B,840211121,"6.200,00",-,12070
201819,BARI01650D,720410757,"10.360,00",-,12800
201819,GEAA83002B,100250121,"4.135,00","2.224,00",24979
201819,CTIS024002,870112429,"17.900,00","13.545,00",7800
201819,SSEE84901X,900641879,"4.065,00",-,13075
201819,PIMM81201V,500030401,"2.050,00","1.160,00",8450
201819,CZTD12050V,790231626,"8.300,00",-,14700
201819,ALMM817011,60030041,"1.655,00","505,00",11268
201819,TRAA80901T,550322701,"266,00",-,1144
201819,FREE828024,600140303,"4.000,00","3.595,00",3800
201819,MIEE8CR029,151461003,"4.513,00",-,27480
201819,NUTD090013,910630422,"10.500,00","3.900,00",11445
201819,CBAA12110D,700780078,"17.323,00","16.808,00",1697
201819,MIEE8EW02E,1080501352,"9.706,00","6.195,00",849
201819,BSEE81301D,170140033,"16.570,00","15.070,00",9780
201819,SAEE8BE063,650170004,"4.300,00","2.100,00",11822
201819,AQEE82607V,660470102,"2.210,00","1.250,00",2440
201819,BRCT70100E,740071777,"10.600,00","8.050,00",16000
201819,LERH017018,750902216,"6.833,00",-,13300
201819,ARIS01800A,510300001,"5.600,00","3.250,00",11000
201819,VIMM81501T,240182994,"8.950,00","7.500,00",11200
201819,MCMM804017,430490635,-,-,2120
201819,BGEE897015,162060384,"11.729,00","8.953,00",13674
201819,TRMM82001R,550220202,"13.500,00",-,94500
201819,TVEE850075,260252771,"3.859,00","2.612,00",12057
201819,PDAA86301N,280643394,"2.920,00","2.150,00",3000
201819,CSEE858021,780571092,"4.220,00","2.680,00",2800
201819,TVEE83501R,260951292,"9.600,00","2.215,00",-
201819,SVMM80201B,90230101,"1.887,00",-,12415
201819,LTEE84301R,590241775,"19.000,00","14.600,00",270
201819,FIIS00900B,480410015,"56.828,00","33.928,00",44400
201819,TEEE83003V,670380137,"270,00","2.115,00",1241
201819,BAEE069011,1100030079,"2.412,00","1.534,00",10956
201819,RMAA875016,581223348,"300,00",-,2696
201819,BNIC82900N,620740044,"1.311,00","81,00",13921
201819,APMM824019,1090180278,-,-,5562
201819,LEAA07102G,750350017,"1.700,00","1.300,00",1200
201819,LTAA80804B,590130100,"1.106,00","193,00",5242
201819,NAIC833008,630492054,"12.000,00",-,43200
201819,ATAA81201P,50500003,"8.180,00","5.380,00",24930
201819,PEEE81901B,680100053,"1.157,00","486,00",4494
201819,TOEE8AN039,10590003,"1.136,00","863,00",2000
201819,PZEE88802T,760630875,"1.400,00","900,00",2500
201819,AQAA83505A,660980266,"3.570,00","574,00",9892
201819,PDIS02100V,280654218,-,-,7450
201819,CZIC863005,791601432,"7.830,00","5.680,00",12000
201819,FRRA00801X,600380936,"346,00",-,571
201819,LOAA817019,980190039,"14.000,00","12.417,00",12513
201819,BNAA84903T,620760090,"1.040,00","885,00",506
201819,ARAA820035,510260003,"1.430,00",-,1041
201819,PAEE83701E,820741658,"1.378,26","740,50",6939.94
