type,country,state/province,epoch,even_id,date,value,restriction
state of emergency (legal impact),USA,USA-NC,1584230400000.0,fb389367-bf7e-4f62-8e8f-25be9463c25b,2020-03-15,na,1
international flight restrictions,BRA,,1588723200000.0,ce55171c-bbbd-4ac9-a22a-e4fce317027e,2020-05-06,IRN,1
entertainment/cultural sector closure,SVK,,1586304000000.0,ea5efea0-d1c2-11ea-8138-eeee0af76969,2020-04-08,"Museums, theaters, cinema, libraries, festivities",1
state of emergency (legal impact),AUS,,1584403200000.0,aae80ffc-7328-44dd-adfc-d23f285540c3,2020-03-17,na,1
state of emergency (legal impact),AUS,,1584316800000.0,a0a0504b-c663-417c-9080-b3f2721a3f52,2020-03-16,na,1
state of emergency (legal impact),BRA,,1584403200000.0,fbfbadf9-ef3a-47fd-a69b-089349341578,2020-03-17,National guard joins the law enforcement,1
state of emergency (legal impact),BRA,,1584489600000.0,1d6d0a2b-541d-40c2-a3f4-358207f50ce9,2020-03-18,National guard joins the law enforcement,1
state of emergency (legal impact),BRA,,1584576000000.0,c52b567c-82ab-41df-90a3-3900d97e3be5,2020-03-19,National guard joins the law enforcement,1
work restrictions,USA,USA-CA,1594598400000.0,b90dd152-d57b-11ea-ab8a-eeee0af63fc2,2020-07-13,Mandatory work from home enforcement for non-essential workers,1
public transportation,USA,USA-WA,1585440000000.0,8aba2404-3e17-4e78-9fc2-2f79b22ed09b,2020-03-29,Partial cancellation of routes/stops during the week/weekend,1
economic impact,USA,USA-WA,1583798400000.0,29671e73-9ee3-4fb0-90a1-f6df4cf6d378,2020-03-10,Unemployment rate,1
changes in prison-related policies,USA,USA-WA,1584403200000.0,2b320d7d-11d8-4f8e-bd1f-5902788514e7,2020-03-17,180,1
public transportation,USA,USA-WA,1584057600000.0,721a6d75-ee08-4a5a-bc92-034eb280b8e2,2020-03-13,Partial cancellation of routes/stops during the week/weekend,1
economic impact,USA,USA-WA,1584057600000.0,55bbe8bc-2458-42fb-b9dd-24b0d7a10a4d,2020-03-13,Unemployment rate,1
entertainment/cultural sector closure,USA,USA-NC,1584921600000.0,f9223a37-a954-4bd8-902e-6d32d1f69b3e,2020-03-23,Gyms and pools,1
public services closure,USA,USA-WA,1584316800000.0,cac62e85-0034-4f48-a9c3-b5ccbfa5aec9,2020-03-16,Legal system,1
public services closure,USA,USA-WA,1585008000000.0,59edb999-3b03-45f2-989e-dc7b1f94f7e1,2020-03-24,Legal system,1
school closure,USA,USA-WA,1583884800000.0,1eed5250-d5f7-4c6e-98a2-a98e7d0c367c,2020-03-11,Only schools (primary/secondary) closed,1
entertainment/cultural sector closure,USA,USA-NC,1584403200000.0,335dd180-c6cf-4ace-adb1-3d344d13c710,2020-03-17,"Bars, restaurants, night clubs",1
entertainment/cultural sector closure,USA,USA-WA,1585008000000.0,314b2aea-e115-4070-ad18-cbb65da25581,2020-03-24,Parks and public gardens,1
entertainment/cultural sector closure,USA,USA-WA,1585180800000.0,f35372b2-2ca1-4310-8a76-d2654be30e84,2020-03-26,Parks and public gardens,1
school closure,USA,USA-WA,1583452800000.0,5657a235-5eda-4705-9c7e-f378d501ebc4,2020-03-06,Universities closed,1
changes in prison-related policies,USA,USA-WA,1585008000000.0,f34727c8-3213-4da8-9e80-cf89acce4c01,2020-03-24,na,1
school closure,USA,USA-NC,1584662400000.0,67863e7f-1cd8-42a9-85ed-661902fef4d4,2020-03-20,Universities closed,1
school closure,USA,USA-NC,1583884800000.0,15577e8b-ed7b-4759-b783-922dc51d6844,2020-03-11,Universities closed,1
entertainment/cultural sector closure,USA,USA-WA,1583452800000.0,9b9d0267-9800-449b-9872-9775ba0e1446,2020-03-06,na,1
entertainment/cultural sector closure,USA,USA-WA,1584316800000.0,cf164fca-e82d-48d6-a3b3-1e6ef3ffdd74,2020-03-16,na,1
public transportation,USA,USA-WA,1585440000000.0,93e857e3-7b5c-4ab9-8676-e344064e578c,2020-03-29,Total cancellation of transport (special case for some states in China),1
entertainment/cultural sector closure,USA,USA-WA,1584057600000.0,bdee45af-bc2a-432f-93f2-4ddc73cafb71,2020-03-13,"Bars, restaurants, night clubs",1
school closure,USA,USA-WA,1586131200000.0,7e6cd943-08f9-4300-8989-e12814780c8a,2020-04-06,All schools (general) closed,1
entertainment/cultural sector closure,USA,USA-WA,1585094400000.0,cbda3e5f-2e3c-4940-bdef-622d356a836f,2020-03-25,Parks and public gardens,1
public transportation,USA,USA-WA,1584576000000.0,9dd35741-e127-48a2-91d6-f2b2298867dd,2020-03-19,Partial cancellation of routes/stops during the week/weekend,1
school closure,BRA,,1584662400000.0,9931eacd-7aba-45eb-9104-db3fedd039be,2020-03-20,All schools (general) closed,1
school closure,USA,USA-WA,1584316800000.0,535e5c4a-22a0-4e44-8cda-dc2a2b7fbb1a,2020-03-16,Only schools (primary/secondary) closed,1
entertainment/cultural sector closure,USA,USA-WA,1584576000000.0,fda95463-36f8-4fda-9821-dda84c36ca54,2020-03-19,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,USA,USA-WA,1583971200000.0,1825479f-da3a-4e46-850b-5a6766c48f6a,2020-03-12,na,1
school closure,USA,USA-WA,1586131200000.0,617e49e9-b314-4683-9f1e-087dab2ca87f,2020-04-06,Only schools (primary/secondary) closed,1
mass gatherings,USA,USA-NC,1584144000000.0,d623075b-a697-443a-a0f6-0f9d26122a06,2020-03-14,100,1
entertainment/cultural sector closure,USA,USA-WA,1583971200000.0,055c986e-4607-4e00-815b-2436e50bceaf,2020-03-12,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,USA,USA-WA,1584921600000.0,1fe0fa5b-b7fd-4a03-91e3-77b7f9343c27,2020-03-23,"Museums, theaters, cinema, libraries, festivities",1
economic impact,USA,USA-NC,1584144000000.0,761a1f74-5183-48a1-b47d-1e9dd570794e,2020-03-14,Unemployment rate,1
school closure,USA,USA-WA,1583971200000.0,12bcba37-10e8-4198-a7c0-dafd1ec97d54,2020-03-12,Only schools (primary/secondary) closed,1
mass gatherings,USA,USA-NC,1584921600000.0,c0f90159-5bda-413d-b71e-f17f49789fb3,2020-03-23,50,1
school closure,USA,USA-WA,1584057600000.0,e4e76ea1-5f37-48a0-85db-9ec3889c5990,2020-03-13,Only schools (primary/secondary) closed,1
entertainment/cultural sector closure,USA,USA-WA,1583884800000.0,b8d033fd-1182-417f-bc74-da74ec1dd723,2020-03-11,"Museums, theaters, cinema, libraries, festivities",1
mass gatherings,USA,USA-NC,1585267200000.0,6746558a-cf1a-4020-ab16-9f7c1aabe90f,2020-03-27,10,1
mass gatherings,USA,USA-NC,1588636800000.0,f7053a75-1bed-4d10-8f35-a319076b5d7b,2020-05-05,10,1
confinement,USA,USA-WA,1584748800000.0,41db2e74-adb5-4d94-a2d5-2177fefe9883,2020-03-21,Mandatory/advisedfor all the population,1
confinement,USA,USA-WA,1585785600000.0,3458a398-2c76-410d-a545-c35d175bc3e9,2020-04-02,Mandatory/advisedfor all the population,1
state of emergency (legal impact),CRI,,1584316800000.0,c80820d7-1cf9-4ab9-ba13-b93de17734bb,2020-03-16,na,1
international flight restrictions,GRC,,1585353600000.0,ceed8d16-b15e-4391-8f89-25a18ada857a,2020-03-28,other,1
entertainment/cultural sector closure,SVK,,1586304000000.0,efd711a6-d1c2-11ea-81d2-eeee0af7bc4e,2020-04-08,Parks and public gardens,1
state of emergency (legal impact),AUS,,1582761600000.0,b199c124-126b-4ae5-852e-20e2263620ba,2020-02-27,na,1
state of emergency (legal impact),USA,USA-NM,1583884800000.0,b2c63843-7c9d-47ed-9ed6-c245132c88e8,2020-03-11,na,1
state of emergency (legal impact),SRB,,1584144000000.0,5e48e754-471f-4d60-94c1-55166bbcd19a,2020-03-14,na,1
state of emergency (legal impact),SRB,,1584230400000.0,c18ba921-b27d-4a35-86d9-5339c1d09b27,2020-03-15,na,1
state of emergency (legal impact),SRB,,1588723200000.0,0062dca5-4aa5-439b-bc87-d38ff0d85964,2020-05-06,na,1
state of emergency (legal impact),SRB,,1584403200000.0,d7792116-cebf-4b12-961f-f26c2672f201,2020-03-17,na,1
state of emergency (legal impact),USA,USA-CA,1582675200000.0,be72fceb-f194-4282-aabc-4bd7c5fce6e8,2020-02-26,na,1
state of emergency (legal impact),USA,USA-CA,1582761600000.0,fb330bcd-194d-4ec9-aac0-d4d2f07c5e94,2020-02-27,na,1
state of emergency (legal impact),USA,USA-CA,1583193600000.0,560e41fc-a45f-4bf2-8e8c-e590eeb2826a,2020-03-03,na,1
state of emergency (legal impact),USA,USA-CA,1583625600000.0,51a187d6-1d93-400a-a661-cc6b7a524db2,2020-03-08,na,1
state of emergency (legal impact),USA,USA-CA,1583107200000.0,627a19a3-7808-43ef-b622-8610c53f9c92,2020-03-02,na,1
state of emergency (legal impact),USA,USA-CA,1583280000000.0,f2f30c16-dcb5-4092-9e9f-3c0b72b6c0b6,2020-03-04,na,1
state of emergency (legal impact),BRA,,1584662400000.0,8d1b5b55-b7c2-41dc-899a-6cc1b06c5571,2020-03-20,National guard joins the law enforcement,1
state of emergency (legal impact),BRA,,1584748800000.0,b2a6a383-e1de-4a21-914f-5dcd45c7851d,2020-03-21,National guard joins the law enforcement,1
school closure,CRI,,1585958400000.0,bbca978d-7e6f-41e9-a602-8a671941a4fa,2020-04-04,Universities closed,1
school closure,CRI,,1585958400000.0,e5d80124-9d0a-440e-ae56-8ee497fb3d3f,2020-04-04,Only schools (primary/secondary) closed,1
entertainment/cultural sector closure,CRI,,1584921600000.0,6cad4b44-e022-469b-ad3a-874371f0cc07,2020-03-23,Parks and public gardens,1
entertainment/cultural sector closure,CRI,,1584921600000.0,c23c030a-6819-4226-bbce-942f38f014fb,2020-03-23,Churches,1
entertainment/cultural sector closure,GRC,,1583798400000.0,302f2163-05e6-4842-9d76-7baddaaea7b2,2020-03-10,"Bars, restaurants, night clubs",1
economic impact,CRI,,1586390400000.0,18567ad1-7e72-45d2-8305-44f92e0bf79a,2020-04-09,na,1
work restrictions,CRI,,1585094400000.0,29c2a5f3-d705-4b3f-a621-3dc7efee5e90,2020-03-25,na,1
school closure,CRI,,1583884800000.0,90996a75-7720-4422-8d80-4484ebf9b10e,2020-03-11,Universities closed,1
school closure,CRI,,1584230400000.0,819f6adb-b58c-4f29-850b-94aa821dee22,2020-03-15,All schools (general) closed,1
school closure,GRC,,1584835200000.0,ae3ef0a9-c807-4bff-be57-8b8efc4d7248,2020-03-22,Universities closed,1
work restrictions,CRI,,1585180800000.0,c3a854e5-31c1-45ca-9ff5-c6c8543fbb38,2020-03-26,na,1
confinement,GRC,,1585958400000.0,25e27e5a-17ed-4ccc-8726-37e3abc47713,2020-04-04,na,1
entertainment/cultural sector closure,GRC,,1583712000000.0,98718392-19b9-40e9-9588-dcbb61f54edb,2020-03-09,na,1
school closure,GRC,,1583712000000.0,496bba73-cb22-4dfb-bfe6-3cfdb268a2ad,2020-03-09,All schools (general) closed,1
entertainment/cultural sector closure,GRC,,1583798400000.0,fdd5ffaa-7bbe-48f9-8f38-67414beef97e,2020-03-10,"Museums, theaters, cinema, libraries, festivities",1
school closure,GRC,,1583798400000.0,8fd109e9-1df2-45c0-aa39-237ada49cee7,2020-03-10,All schools (general) closed,1
school closure,CRI,,1584230400000.0,7422de26-2af9-4137-86c0-a7949f8f9d1f,2020-03-15,Only schools (primary/secondary) closed,1
mass gatherings,GRC,,1584489600000.0,d6b3d5cd-bbcd-4f3f-a054-8f48fbffa815,2020-03-18,10,1
international flight restrictions,GRC,,1583712000000.0,e6f43aa2-387c-47ac-8a8d-cf8625e47660,2020-03-09,ITA,1
international flight restrictions,GRC,,1584316800000.0,4770699b-e261-44aa-b297-1a2a78c12f46,2020-03-16,ALB,1
international flight restrictions,GRC,,1584316800000.0,9c0c022e-37dc-4ef0-b571-98f496139b29,2020-03-16,MKD,1
international flight restrictions,GRC,,1584144000000.0,edbcf610-9a76-4b12-99ec-4843ed5f8c75,2020-03-14,ESP,1
international flight restrictions,GRC,,1584144000000.0,f5d97910-a0cc-4848-a3a1-1b1ecacf2bcf,2020-03-14,ITA,1
international flight restrictions,GRC,,1584921600000.0,5e7a2518-371d-45a9-be60-7501b221b781,2020-03-23,GBR,1
international flight restrictions,GRC,,1584921600000.0,111152c2-16fb-4f9c-b8cb-fabd893f5950,2020-03-23,TUR,1
international flight restrictions,GRC,,1586908800000.0,add7795b-46a1-4e1b-b50d-3f47825c24a5,2020-04-15,TUR,1
international flight restrictions,GRC,,1586908800000.0,7a959077-31e1-431f-9537-7cd1429ed513,2020-04-15,ITA,1
international flight restrictions,GRC,,1586908800000.0,8f516616-de25-4d99-b3d5-b8247d9370f8,2020-04-15,DEU,1
international flight restrictions,GRC,,1586908800000.0,0a3cf3b3-d3e1-4c29-b8cb-e152b26382b4,2020-04-15,NLD,1
international flight restrictions,GRC,,1586908800000.0,142c7dc0-fb84-4788-9d35-fc8a7711c1bd,2020-04-15,ESP,1
entertainment/cultural sector closure,GRC,,1584316800000.0,f3981e8b-232e-49b5-8887-7271cc348528,2020-03-16,"Museums, theaters, cinema, libraries, festivities",1
confinement,GRC,,1584316800000.0,761a2904-1a29-428a-a62d-3fac7a73b1d3,2020-03-16,Mandatory/advisedfor all the population,1
entertainment/cultural sector closure,GRC,,1583971200000.0,5948d477-e766-4b02-8e83-f7ca9fecbc67,2020-03-12,"Bars, restaurants, night clubs",1
entertainment/cultural sector closure,GRC,,1584835200000.0,96e94c7e-9347-4fdc-8f69-5f0eeb6b109a,2020-03-22,"Museums, theaters, cinema, libraries, festivities",1
state of emergency (legal impact),PRK,,1580342400000.0,07e76651-9c74-4e2f-ad2c-4b91aefeaf8c,2020-01-30,na,1
state of emergency (legal impact),USA,USA-CA,1586131200000.0,8c571d49-f327-46c3-8782-18ecd8fb7fbe,2020-04-06,na,0
state of emergency (legal impact),JPN,,1586131200000.0,8da5774d-137e-45ad-8229-ac8ffa19df35,2020-04-06,na,1
state of emergency (legal impact),JPN,,1586995200000.0,758fb85f-9cec-47a7-bbc6-348583d4dd48,2020-04-16,na,1
state of emergency (legal impact),JPN,,1586217600000.0,2176f8b6-ed13-4322-a744-4f4028f76643,2020-04-07,na,1
state of emergency (legal impact),USA,USA-MA,1583798400000.0,266d5cfa-aab5-453c-b61b-f358855cf382,2020-03-10,na,1
state of emergency (legal impact),USA,USA-MA,1584316800000.0,c47eebfc-4767-4f96-b7f1-8136154e8bb6,2020-03-16,na,1
state of emergency (legal impact),KAZ,,1584230400000.0,86cfa1e8-41df-4ed1-91da-10aee1924c86,2020-03-15,na,1
state of emergency (legal impact),USA,USA-GU,1588636800000.0,eb06d5d0-80e4-474c-9212-9d39144e1f6e,2020-05-05,na,1
state of emergency (legal impact),USA,USA-TX,1583884800000.0,16059b33-50f1-47d5-946e-4d125bf081fe,2020-03-11,na,1
state of emergency (legal impact),USA,USA-TX,1583107200000.0,f5745972-0225-41fd-84fc-0e6a1c8e1f49,2020-03-02,na,1
state of emergency (legal impact),PRT,,1587081600000.0,d8a5f8e2-50af-4288-a5e3-95f1af85c218,2020-04-17,na,1
state of emergency (legal impact),PRT,,1588377600000.0,fd7c02b6-13cb-4a0a-8f48-90248a2d53d4,2020-05-02,na,0
state of emergency (legal impact),PRT,,1583971200000.0,b84f4a5a-da03-4c51-9317-ed4838580eda,2020-03-12,na,1
state of emergency (legal impact),PRT,,1584489600000.0,5d9e9930-78ac-4937-89a6-ec27c0bf8532,2020-03-18,na,1
state of emergency (legal impact),CZE,,1586217600000.0,1b98b10e-2e09-4b42-aa5b-081fc4774f47,2020-04-07,na,1
state of emergency (legal impact),CZE,,1588204800000.0,1a51bbbe-e98b-45e5-abef-1dcd3a05133e,2020-04-30,na,1
state of emergency (legal impact),CZE,,1586131200000.0,b8daa851-d528-4d8e-a611-d675f00c5cc7,2020-04-06,na,1
entertainment/cultural sector closure,GRC,,1584057600000.0,4fc579b5-b50c-46a0-a7f0-13c24eb6fa07,2020-03-13,"Museums, theaters, cinema, libraries, festivities",1
school closure,GRC,,1589760000000.0,6e0b8496-00f4-4212-aad4-3e277f90aa9e,2020-05-18,Only kindergartens/daycare,1
entertainment/cultural sector closure,GRC,,1584144000000.0,e58e9583-b686-4e97-9f4b-ae4fa49a5dc0,2020-03-14,"Bars, restaurants, night clubs",1
confinement,PRK,,1579737600000.0,21ade691-6205-4e14-a93b-69c8758a0aff,2020-01-23,na,1
entertainment/cultural sector closure,GRC,,1584057600000.0,9167ea4b-e56e-4e50-847a-8be106b8afaa,2020-03-13,"Bars, restaurants, night clubs",1
entertainment/cultural sector closure,GRC,,1583971200000.0,928a4453-3c1e-4825-86f3-8bad7543f8f5,2020-03-12,Gyms and pools,1
school closure,PRK,,1582156800000.0,3cbe659b-5d44-4d74-8225-eb31331c3e4c,2020-02-20,All schools (general) closed,1
entertainment/cultural sector closure,GRC,,1589760000000.0,f32e7cfa-c2d2-4f94-91fe-445d5b2a5edd,2020-05-18,"Museums, theaters, cinema, libraries, festivities",0
entertainment/cultural sector closure,GRC,,1583971200000.0,65493e08-edfa-4758-a284-433e90cf1c06,2020-03-12,Parks and public gardens,1
entertainment/cultural sector closure,VAT,,1585267200000.0,0877677f-0a4c-4e71-808b-c08dbe61be4f,2020-03-27,Churches,1
school closure,GRC,,1584662400000.0,be09df7c-b2a8-4405-8e7d-36da4aac9c77,2020-03-20,All schools (general) closed,1
introduction of travel quarantine policies,GRC,,1586736000000.0,578d5dc0-502c-4b87-a738-f5b1ddb90a9e,2020-04-13,TUR,1
entertainment/cultural sector closure,GRC,,1584144000000.0,077aea1b-7163-4fb0-81ea-7ded8e9eaf6d,2020-03-14,Parks and public gardens,1
school closure,GRC,,1583798400000.0,9f6291f7-b8bb-4b59-9f06-dadc3ca0a521,2020-03-10,Universities closed,1
entertainment/cultural sector closure,GRC,,1584835200000.0,ad8a49ce-6b78-4ec4-81fb-e55e63174381,2020-03-22,Parks and public gardens,1
school closure,GRC,,1583798400000.0,2e5f02d8-2dbf-42a2-947d-43347c18e0ea,2020-03-10,Only schools (primary/secondary) closed,1
school closure,GRC,,1589155200000.0,8c506f36-8187-4c64-bae9-3e3a068d6211,2020-05-11,Only schools (primary/secondary) closed,0
work restrictions,GRC,,1584576000000.0,cb71e6f9-58f6-4033-ad2d-98843cb60832,2020-03-19,na,1
entertainment/cultural sector closure,GRC,,1589155200000.0,1bb880b6-be9b-4a61-9813-e609b88754e6,2020-05-11,"Museums, theaters, cinema, libraries, festivities",0
introduction of travel quarantine policies,GRC,,1584576000000.0,9e107938-b257-4d43-b49f-1a0cea82b795,2020-03-19,na,1
school closure,GRC,,1583280000000.0,e17388d2-8fc6-48d3-967e-05c7429866d2,2020-03-04,na,1
school closure,GRC,,1586476800000.0,ec9c4d22-3255-4ecc-8186-ac2aacc47764,2020-04-10,All schools (general) closed,1
school closure,GRC,,1589760000000.0,d1919fff-b8f5-4ad1-ae1d-9213ee05bf20,2020-05-18,All schools (general) closed,0
introduction of travel quarantine policies,VAT,,1583366400000.0,571f8488-4a09-442f-8f01-4aaf90ab01b5,2020-03-05,ITA,1
confinement,VAT,,1587340800000.0,93286986-33e7-47cc-bc8a-492d7f7ef1bb,2020-04-20,Mandatory/advised for people at risk,1
confinement,VAT,,1588032000000.0,14ab0887-8eb1-4c55-8fa8-1570bc035713,2020-04-28,Mandatory/advised for people at risk,1
confinement,VAT,,1586131200000.0,610d3ec8-9c6c-40c8-b924-dcc0d9fb3029,2020-04-06,Mandatory/advised for people at risk,1
state of emergency (legal impact),CHN,CHN-TB,1580256000000.0,0680373c-9c53-4a75-93e9-7fd8c5350f41,2020-01-29,na,1
state of emergency (legal impact),USA,USA-CT,1583798400000.0,e0d32780-5b7b-4dc8-875b-40f193e638e2,2020-03-10,na,1
state of emergency (legal impact),ITA,,1580428800000.0,924b177b-51b5-4232-89b5-48295a63b1da,2020-01-31,na,1
state of emergency (legal impact),ZAF,,1580342400000.0,19dedf59-a5b5-4900-a0ef-ea5a3f41305e,2020-01-30,na,1
state of emergency (legal impact),OMN,,1585526400000.0,6f0c5246-5deb-455b-be9f-dea9c602c807,2020-03-30,na,1
state of emergency (legal impact),USA,USA-LA,1585958400000.0,b82d1dd9-fd71-4f43-9820-d80bb85da622,2020-04-04,na,1
state of emergency (legal impact),USA,,1580428800000.0,cbc59177-05b8-4c17-9a28-0ca5b2127ccc,2020-01-31,na,1
state of emergency (legal impact),USA,,1580515200000.0,a3fc4c93-94cc-432f-b1fc-211e62f151b7,2020-02-01,na,1
state of emergency (legal impact),USA,,1582934400000.0,46a9c969-20cb-444c-8563-2d0a857a4f2b,2020-02-29,na,1
state of emergency (legal impact),PHL,,1583712000000.0,40764d82-05cb-495a-aa8b-eebcd75273c7,2020-03-09,na,1
state of emergency (legal impact),KGZ,,1584835200000.0,c5cee9d8-8f91-4b29-bf4e-4ce5f3fc26af,2020-03-22,na,1
state of emergency (legal impact),KGZ,,1584662400000.0,ea7b5858-bcd9-42bf-aacd-b4a2f4057834,2020-03-20,na,1
state of emergency (legal impact),KGZ,,1585008000000.0,00f78c78-f401-453e-9d76-dcd1e282c74d,2020-03-24,na,1
mass gatherings,SWE,,1583884800000.0,c59358cf-dada-4ff7-9d61-8f5887a39b02,2020-03-11,500,1
school closure,USA,USA-VA,1583884800000.0,5c85d14f-9c22-4c66-8c31-dfef3952090e,2020-03-11,Universities closed,1
school closure,SWE,,1584316800000.0,ae40d48a-91d7-4f17-85fd-5f53eb03ffad,2020-03-16,Universities closed,1
school closure,SWE,,1584316800000.0,c5ec781f-bc89-403f-95ac-74517c69e97f,2020-03-16,Only schools (primary/secondary) closed,1
school closure,USA,USA-CT,1583452800000.0,5e6e03a8-e776-4e8e-8dbc-b40ef71bc034,2020-03-06,Universities closed,1
school closure,USA,USA-CT,1584316800000.0,6e6be9eb-de41-4d9d-b96c-c2116eff3198,2020-03-16,Only schools (primary/secondary) closed,1
