type,country,state/province,epoch,even_id,date,value,restriction
state of emergency (legal impact),BRB,,1587686400000.0,b3f9a867-56b7-47b0-912e-90d117449c20,2020-04-24,na,1
entertainment/cultural sector closure,USA,USA-PA,1583971200000.0,1e1dbad7-586b-49a4-8bf7-29fd27d8dc99,2020-03-12,na,1
international flight restrictions,JOR,,1584316800000.0,dabdda45-8117-4e43-9019-5c09d8f0068d,2020-03-16,na,1
confinement,JOR,,1585526400000.0,fb401fac-d77c-4f7d-8530-879c6585c430,2020-03-30,na,0
confinement,JOR,,1585612800000.0,b0bcc2c9-7d6e-49e2-a627-f761a220a28c,2020-03-31,na,0
confinement,ETH,,1584662400000.0,ea19b9ac-d825-47df-8c52-3e271a75591b,2020-03-20,na,1
international flight restrictions,ETH,,1585440000000.0,212e7c3d-aaa7-4100-824c-44075422434b,2020-03-29,na,1
public transportation,ETH,,1585440000000.0,1dc81ec5-56c4-4a94-a10e-a28084b02875,2020-03-29,na,1
public transportation,ETH,,1585180800000.0,1650e870-5f6c-4521-8950-7b63c69ec245,2020-03-26,na,1
mass gatherings,ETH,,1585180800000.0,b35012db-ec79-49c9-bd6b-3e7653f17955,2020-03-26,na,1
confinement,BIH,,1584576000000.0,c7f5f429-ac3b-4c45-84cb-bae6cafbc57b,2020-03-19,na,1
work restrictions,BIH,,1584057600000.0,07f32787-46f9-4359-b3ad-7a6f69ac9bab,2020-03-13,na,1
international flight restrictions,ETH,,1586131200000.0,31536b15-9600-4892-aac7-4f343c3f91cd,2020-04-06,na,1
confinement,LBN,,1583712000000.0,270e9207-c10b-4ea5-9d73-3280acad7d93,2020-03-09,na,1
entertainment/cultural sector closure,LBN,,1579564800000.0,47b77eb8-70a9-49ca-b78c-a2425ec0e224,2020-01-21,na,1
confinement,LBN,,1585180800000.0,b443b108-362a-4ee8-9645-19f2f54fd64b,2020-03-26,na,1
confinement,LBN,,1588636800000.0,c5f364c8-4a62-42b5-80bc-e8d59e50d3d2,2020-05-05,na,1
confinement,DNK,,1583280000000.0,0843394f-906b-4da6-9939-97088fab8cd7,2020-03-04,na,1
confinement,DNK,,1583366400000.0,c42d6c1f-8d00-43d0-afc3-b6d994b7e5c5,2020-03-05,na,1
confinement,DNK,,1583625600000.0,c92fb904-f21f-425c-a6b0-e351a6d51899,2020-03-08,na,1
confinement,DNK,,1583971200000.0,4eb45ec0-c23c-4b2d-ae24-133ab7e14c9d,2020-03-12,na,1
confinement,DNK,,1583193600000.0,79d358af-5ab9-43bb-a8d0-6ce4fe1d3c6f,2020-03-03,na,1
entertainment/cultural sector closure,DNK,,1583884800000.0,80044399-1e0a-43a9-a3fe-665ff0d1d20d,2020-03-11,na,1
public transportation,DNK,,1583971200000.0,46009a32-13f2-4027-85f4-b4d9d95e7cd9,2020-03-12,na,1
confinement,GTM,,1584316800000.0,e325394a-5700-497a-9afe-24ea8930bd4d,2020-03-16,na,1
work restrictions,HTI,,1586649600000.0,ece74d44-5162-4b69-be28-711178e48402,2020-04-12,na,1
confinement,HTI,,1587340800000.0,b15901e7-59c5-44ed-84fe-92a8f46b7f48,2020-04-20,na,1
introduction of travel quarantine policies,BLR,,1585094400000.0,2107d8e9-6615-4920-bd8c-e7528e5d9c8d,2020-03-25,na,1
work restrictions,MEX,,1585526400000.0,10b84fb7-0723-406d-99fd-109d664120fb,2020-03-30,na,1
economic impact,BLR,,1586476800000.0,fec4c643-88bb-4e65-92d6-43b627310d3f,2020-04-10,na,1
confinement,ARE,,1583884800000.0,4b0b84f6-5434-4157-bec4-b569710dd2e3,2020-03-11,na,1
confinement,ARE,,1584921600000.0,712f2a0c-f4c7-4eee-8d92-f8ce2f390e2b,2020-03-23,na,1
confinement,ARE,,1585180800000.0,ac4351c7-542e-47d0-a8b8-5a8d41ab4b7e,2020-03-26,na,1
economic impact,MEX,,1588723200000.0,f7f95b5d-b9db-402a-a52d-e34afbe6f9d6,2020-05-06,na,1
economic impact,MEX,,1587859200000.0,78287609-7f02-467c-8665-103d91d7f43e,2020-04-26,na,1
entertainment/cultural sector closure,MEX,,1584057600000.0,cf7d95a6-7fa3-4438-8bb9-dd6cad368d33,2020-03-13,na,1
confinement,MEX,,1584835200000.0,1903e9d2-4934-45b8-9445-94b8dae82bd9,2020-03-22,na,1
introduction of travel quarantine policies,MEX,,1585180800000.0,6439d625-b22d-448c-8e69-5313db3e126d,2020-03-26,na,1
confinement,MEX,,1585353600000.0,1209a6cc-3931-4554-9fa7-320e29c1d772,2020-03-28,na,1
introduction of travel quarantine policies,MEX,,1585353600000.0,5c5752f7-9754-4a67-a8c9-bd06facefbe3,2020-03-28,na,1
economic impact,MEX,,1585872000000.0,53b6440f-9213-4829-a99b-9c36b69e5676,2020-04-03,na,1
confinement,MEX,,1587340800000.0,e72ae18a-ed7a-4358-bb5a-c57047292595,2020-04-20,na,1
confinement,BLZ,,1588723200000.0,2a85b0c8-f3a7-4153-8b1f-5d71d898e6ec,2020-05-06,na,1
confinement,ESP,,1588032000000.0,c39cd3a4-5e50-4c6c-8794-f9e5f8ff683e,2020-04-28,na,0
confinement,ESP,,1589155200000.0,31b981e4-eadf-40e1-94ce-a1c99738b0d2,2020-05-11,na,0
confinement,ESP,,1583971200000.0,dda2e94c-19d4-41c0-9e14-0634a1e592ee,2020-03-12,na,1
work restrictions,ESP,,1585353600000.0,bb00f8bc-2427-476a-90a9-f1e3c0109415,2020-03-28,na,1
introduction of travel quarantine policies,ESP,,1584057600000.0,6ace1c18-c8fe-4285-9694-53616d200bb1,2020-03-13,na,1
confinement,ESP,,1584144000000.0,88419c66-096b-4377-88c2-2c07fd628953,2020-03-14,na,1
international flight restrictions,BLZ,,1587686400000.0,2144f7c5-78bf-40ec-af5b-7e9368ddf0da,2020-04-24,na,1
entertainment/cultural sector closure,USA,USA-DC,1583971200000.0,be0f771c-0525-4c50-a4b5-3cc7e92aef7a,2020-03-12,na,1
freedom of movement (nationality dependent),AUS,,1584230400000.0,06c7c345-5e18-4a2d-a80b-7dfd1e8de1a7,2020-03-15,na,1
confinement,ARE,,1585958400000.0,d26915c3-c004-4a69-b962-2388b4630318,2020-04-04,na,1
confinement,ARE,,1584489600000.0,94bba894-8d21-4b16-84b4-22c157128855,2020-03-18,na,1
work restrictions,ARE,,1585008000000.0,c51ea3d6-d7f9-4d4f-b583-a4f0b8cec6ed,2020-03-24,na,1
international flight restrictions,ARE,,1585094400000.0,c15c49b1-7044-4a83-8004-66e03c95b7ba,2020-03-25,na,1
domestic flight restriction,ARE,,1585094400000.0,fa3b7368-30a6-430d-b4e0-726166edd474,2020-03-25,na,1
freedom of movement (nationality dependent),AUS,,1584662400000.0,f1f405c6-297c-494d-aaf4-3c8090c273be,2020-03-20,na,1
freedom of movement (nationality dependent),AUS,,1584576000000.0,495f9987-13bb-4bca-a586-2c96095d87d9,2020-03-19,na,1
freedom of movement (nationality dependent),LVA,,1584144000000.0,4f2b9c71-9251-4134-8784-415c637dc46b,2020-03-14,na,1
freedom of movement (nationality dependent),IRQ,,1584057600000.0,473d4052-fae4-4aac-89ca-8558cd5ba313,2020-03-13,na,1
freedom of movement (nationality dependent),KHM,,1585526400000.0,e4c2d321-9b45-4dec-8336-75263df77b81,2020-03-30,na,1
freedom of movement (nationality dependent),NZL,,1584576000000.0,84afa8d3-181b-4ac7-afc5-c0fe94bcc875,2020-03-19,na,0
freedom of movement (nationality dependent),PER,,1584230400000.0,b4608ccf-396e-4c77-8959-9f72c1127ae3,2020-03-15,na,1
freedom of movement (nationality dependent),JAM,,1584662400000.0,7c4a5972-de9c-45d2-a180-a4e843e01511,2020-03-20,na,1
freedom of movement (nationality dependent),SGP,,1584921600000.0,75611564-2d1c-4063-8ff9-c1534183001b,2020-03-23,na,1
freedom of movement (nationality dependent),AZE,,1587686400000.0,79f1b3f3-8733-483b-99cb-b4a1f6eb731a,2020-04-24,na,1
freedom of movement (nationality dependent),NZL,,1582502400000.0,dbae83ea-45b8-45ff-a583-9aeb0f48a0fb,2020-02-24,na,1
freedom of movement (nationality dependent),NZL,,1593475200000.0,eb6c76e8-a602-4f51-aaab-13b61a1a87fa,2020-06-30,na,1
freedom of movement (nationality dependent),NZL,,1584316800000.0,a296f480-80d9-4027-b6f8-0527552cfa27,2020-03-16,na,1
freedom of movement (nationality dependent),NZL,,1584489600000.0,8a740546-e56c-4267-acfb-8a4ed4414057,2020-03-18,na,1
freedom of movement (nationality dependent),NZL,,1584576000000.0,8c68f741-2e0a-46e9-88d9-62bfcef76962,2020-03-19,na,1
freedom of movement (nationality dependent),NZL,,1587945600000.0,4595bb33-a879-4d52-aa46-b4d431cd7486,2020-04-27,na,1
freedom of movement (nationality dependent),NZL,,1586131200000.0,0ccfbf68-55b7-40d3-b1f1-9910b8745903,2020-04-06,na,1
freedom of movement (nationality dependent),NZL,,1585008000000.0,b90925bf-9ce4-4b16-9f1d-af1b7994784e,2020-03-24,na,1
freedom of movement (nationality dependent),PER,,1584316800000.0,3761be70-e894-4c62-a802-85b870ccb856,2020-03-16,na,1
freedom of movement (nationality dependent),USA,USA-OH,1585526400000.0,6eb71cf4-8114-42b2-b650-40f27e6edb44,2020-03-30,na,1
freedom of movement (nationality dependent),USA,USA-KS,1584057600000.0,fb40addf-9665-418b-bd2b-9aba9583312d,2020-03-13,na,1
freedom of movement (nationality dependent),SSD,,1586736000000.0,7ec69043-5f5b-4482-a941-dfc5c7cb6476,2020-04-13,na,1
freedom of movement (nationality dependent),DJI,,1584230400000.0,910175d5-7450-4a90-bdc9-6e9fc5ee8e6e,2020-03-15,na,1
freedom of movement (nationality dependent),HUN,,1583884800000.0,6d864e02-0f34-45a1-8e65-78db291ac9a7,2020-03-11,na,1
freedom of movement (nationality dependent),KHM,,1586476800000.0,1a3b2faf-9c75-4b24-b892-84327de1767d,2020-04-10,na,1
freedom of movement (nationality dependent),LKA,,1583452800000.0,190a9ea0-686b-4b3d-8055-60e449f72d70,2020-03-06,na,1
freedom of movement (nationality dependent),TWN,,1584230400000.0,a98cf34a-9ff3-46ac-b820-e77af1c53973,2020-03-15,na,1
freedom of movement (nationality dependent),USA,USA-AK,1584835200000.0,13dfeeea-f2e9-4330-b8a0-351309c95852,2020-03-22,na,1
freedom of movement (nationality dependent),HUN,,1584057600000.0,1cc016ef-2464-4995-b52b-b6358a4d66bb,2020-03-13,na,1
freedom of movement (nationality dependent),LKA,,1583798400000.0,0c9e9b28-4a08-4863-9551-8694359e1059,2020-03-10,na,1
freedom of movement (nationality dependent),HUN,,1583452800000.0,e254e5ab-df5e-4d8b-8ca0-c7fe657102f4,2020-03-06,na,1
freedom of movement (nationality dependent),HUN,,1583712000000.0,2eae6ee4-8d87-49d8-b992-b4180f9eea8c,2020-03-09,na,1
freedom of movement (nationality dependent),HUN,,1584316800000.0,28c9baa8-1788-4d4f-b680-438ff8cfb4c0,2020-03-16,na,1
freedom of movement (nationality dependent),LKA,,1586649600000.0,36e9e33a-b28e-460b-963a-2003b7fcb313,2020-04-12,na,1
freedom of movement (nationality dependent),LKA,,1584835200000.0,81261b6d-dff5-4141-9ddb-98291ff8525a,2020-03-22,na,1
freedom of movement (nationality dependent),LKA,,1584921600000.0,a2a5ba3b-3ded-4974-a923-3edf210ead81,2020-03-23,na,1
freedom of movement (nationality dependent),LKA,,1587254400000.0,d2f2aaa3-a0c1-48f7-99e6-20ca5cf2be8a,2020-04-19,na,1
freedom of movement (nationality dependent),LKA,,1585267200000.0,2b25628c-23c6-4ee6-afed-47c74902ab89,2020-03-27,na,1
freedom of movement (nationality dependent),BOL,,1584403200000.0,adc7cc08-b51b-471e-b5b8-e6d7b65bb432,2020-03-17,na,1
freedom of movement (nationality dependent),ISL,,1585008000000.0,7b18f3f0-96bf-4f4e-a7e0-5675029a83c7,2020-03-24,na,1
freedom of movement (nationality dependent),ISL,,1586995200000.0,989c76a9-c59f-4017-a97a-8e0a33bc4a05,2020-04-16,na,1
freedom of movement (nationality dependent),RWA,,1584748800000.0,d7fcf1dc-71fb-4bce-a2a3-9a004bc3c62f,2020-03-21,na,1
freedom of movement (nationality dependent),TWN,,1584662400000.0,33623d14-042b-4ab3-bd38-b766702d3ebf,2020-03-20,na,1
freedom of movement (nationality dependent),TWN,,1585872000000.0,bb617a41-55fe-4449-8222-0172800466b8,2020-04-03,na,1
freedom of movement (nationality dependent),TWN,,1580947200000.0,ddb7240e-512e-456d-978a-2bec753173bc,2020-02-06,na,1
freedom of movement (nationality dependent),TWN,,1582416000000.0,423162df-2360-4653-89cf-0f18d89a5631,2020-02-23,na,1
freedom of movement (nationality dependent),TWN,,1593475200000.0,0c109783-8c19-4cf6-90fe-b97bac7100e7,2020-06-30,na,1
freedom of movement (nationality dependent),ISL,,1583107200000.0,f3b53599-666c-42c2-ae16-2e4cbbcc0e9a,2020-03-02,na,1
freedom of movement (nationality dependent),TWN,,1588723200000.0,0994927b-d59b-4433-8faf-52a5b938dcf6,2020-05-06,na,1
freedom of movement (nationality dependent),TWN,,1581552000000.0,760567c6-9e9d-4c1c-9526-51a943497744,2020-02-13,na,1
work restrictions,LKA,,1585699200000.0,f0d8d062-c0ec-11ea-81f5-eeee0af496de,2020-04-01,na,1
freedom of movement (nationality dependent),TWN,,1584576000000.0,c64db7b9-40bd-429e-b139-c3056d429807,2020-03-19,na,1
freedom of movement (nationality dependent),BOL,,1590796800000.0,3ab87cd9-1c23-4794-a7af-11bf6d40a65c,2020-05-30,na,1
freedom of movement (nationality dependent),RUS,,1579737600000.0,7310f13e-86cf-4edd-941c-f17a8b8d8b4e,2020-01-23,na,1
freedom of movement (nationality dependent),USA,USA-IL,1588204800000.0,bfbd04ae-f5d1-4740-8fe9-9e50bc5dcc0d,2020-04-30,na,1
freedom of movement (nationality dependent),IDN,,1584316800000.0,fa7c9cf3-5d91-4374-aac0-475054d398ef,2020-03-16,na,1
freedom of movement (nationality dependent),IDN,,1585008000000.0,dbb09b07-6f32-45b2-a4d6-aadb6480eb47,2020-03-24,na,1
freedom of movement (nationality dependent),IDN,,1585785600000.0,890e610d-1fba-440e-91f8-cf03989fafd6,2020-04-02,na,1
freedom of movement (nationality dependent),SAU,,1582848000000.0,c68aea50-47a5-46c6-b19e-714722497348,2020-02-28,na,1
freedom of movement (nationality dependent),AFG,,1585267200000.0,afce3b5f-4ef9-4cc1-be4f-5bd6432ba354,2020-03-27,na,1
freedom of movement (nationality dependent),LTU,,1586476800000.0,6ed0e1d8-96ab-4331-a2e0-4995e440403e,2020-04-10,na,1
freedom of movement (nationality dependent),LTU,,1585872000000.0,f7075638-5c71-4d04-9dc7-7e6260bdcc3c,2020-04-03,na,1
freedom of movement (nationality dependent),POL,,1585008000000.0,9e2c730e-7874-46ee-8618-3edc9850bfb9,2020-03-24,na,1
freedom of movement (nationality dependent),POL,,1585612800000.0,d10a6ccf-647d-4cf3-b506-89d433fb526c,2020-03-31,na,1
freedom of movement (nationality dependent),POL,,1586390400000.0,bc468179-2fc8-4af8-96b8-6c9beed1d35f,2020-04-09,na,1
freedom of movement (nationality dependent),RUS,,1588291200000.0,11306505-7524-4704-a972-cdb414c7af31,2020-05-01,na,1
freedom of movement (nationality dependent),RUS,,1582156800000.0,7ae67c7b-3400-4b25-a7f5-e24414da1e73,2020-02-20,na,1
freedom of movement (nationality dependent),RUS,,1584403200000.0,c80ce345-8125-40c0-bcee-ece666f520ef,2020-03-17,na,1
freedom of movement (nationality dependent),RUS,,1585094400000.0,b6f21383-4d6f-4f66-8301-cda3e16cd816,2020-03-25,na,0
freedom of movement (nationality dependent),RUS,,1585353600000.0,00c32901-3e10-4a98-adf6-d6b59966b707,2020-03-28,na,1
freedom of movement (nationality dependent),RUS,,1585526400000.0,57f74843-62b5-4cf8-9dca-35bf584632c2,2020-03-30,na,1
freedom of movement (nationality dependent),USA,USA-ME,1586736000000.0,292f6000-83ca-40f8-89cd-1b0d3da4130d,2020-04-13,na,1
freedom of movement (nationality dependent),SAU,,1583712000000.0,f0a979d9-b4a6-4747-ac5a-aa9ab93a775a,2020-03-09,na,1
freedom of movement (nationality dependent),POL,,1584230400000.0,4ea2ed27-2be6-4d4c-8c25-3060b6bdf736,2020-03-15,na,1
freedom of movement (nationality dependent),JOR,,1584403200000.0,155dd888-198c-4665-aeef-276a6d431abe,2020-03-17,na,1
freedom of movement (nationality dependent),NPL,,1583107200000.0,7f2162f1-6582-42fe-94c4-bb7461314732,2020-03-02,na,1
freedom of movement (nationality dependent),NPL,,1584144000000.0,056ddd72-7514-499c-8a11-b69f752c317d,2020-03-14,na,1
freedom of movement (nationality dependent),KOR,,1580774400000.0,74be2709-6b5c-4d14-bfad-5baa0fdd63e2,2020-02-04,na,1
freedom of movement (nationality dependent),FJI,,1584230400000.0,1683c362-a720-4c6b-990e-777225f13fe6,2020-03-15,na,1
freedom of movement (nationality dependent),IRN,,1588896000000.0,b01d4d84-924e-4c49-a250-be4683986121,2020-05-08,na,1
freedom of movement (nationality dependent),IRN,,1586217600000.0,c6376e88-9153-4975-b3a0-de7e3c4005da,2020-04-07,na,1
freedom of movement (nationality dependent),JOR,,1583884800000.0,0446643f-59c9-443c-925d-a9bdb7ed886d,2020-03-11,na,1
freedom of movement (nationality dependent),NPL,,1575590400000.0,84480859-504e-4ba2-be1c-7543498a86d7,2019-12-06,na,1
freedom of movement (nationality dependent),NPL,,1583625600000.0,83a2fed5-12b0-4bcc-b8a6-b4409d4c2f13,2020-03-08,na,1
freedom of movement (nationality dependent),NPL,,1588723200000.0,64160fd5-26b0-4c41-b6dd-adbff6e15f30,2020-05-06,na,1
freedom of movement (nationality dependent),KOR,,1582243200000.0,72c098b3-d2b5-4e71-8509-46fa52c6dc10,2020-02-21,na,1
freedom of movement (nationality dependent),KOR,,1582502400000.0,80380613-ee85-40fd-bd47-d5c57a295fbc,2020-02-24,na,1
freedom of movement (nationality dependent),KOR,,1583107200000.0,d9ce3491-d217-4e43-9d80-7e39005eb85a,2020-03-02,na,1
freedom of movement (nationality dependent),KOR,,1584662400000.0,0f4cb749-4681-425e-a46f-55437698ce45,2020-03-20,na,1
freedom of movement (nationality dependent),KOR,,1579996800000.0,e7409204-9a8c-45d6-9eae-bd6959185178,2020-01-26,na,1
freedom of movement (nationality dependent),KOR,,1580688000000.0,757bf1ba-296b-4671-9043-37cdc2851819,2020-02-03,na,1
freedom of movement (nationality dependent),KOR,,1580947200000.0,7e9f9d3c-58cd-44d3-932c-dcba26c1f578,2020-02-06,na,1
freedom of movement (nationality dependent),KOR,,1583625600000.0,5b0f07f9-a865-4a89-b5a0-186061fb7be6,2020-03-08,na,1
freedom of movement (nationality dependent),BRB,,1586908800000.0,8ec1cd8d-e735-4c2d-abea-165d19d8daa0,2020-04-15,na,1
freedom of movement (nationality dependent),MWI,,1584921600000.0,d6c1596a-79eb-4f50-b167-03a3a62afe46,2020-03-23,na,1
freedom of movement (nationality dependent),USA,USA-RI,1585008000000.0,d6ea465d-8929-4148-9518-f70778fe69e1,2020-03-24,na,1
freedom of movement (nationality dependent),USA,USA-RI,1591401600000.0,7f491e72-06f4-4e3e-a477-90c7949d49a8,2020-06-06,na,1
freedom of movement (nationality dependent),USA,USA-RI,1585353600000.0,80005ad7-256c-4347-a7ab-7f1c4313ad7c,2020-03-28,na,1
freedom of movement (nationality dependent),GMB,,1584057600000.0,98dfe067-c694-4a9c-b102-fc59ed3a29e4,2020-03-13,na,1
freedom of movement (nationality dependent),USA,USA-TN,1585612800000.0,df5757ad-dac9-4ca5-a4a2-bc7446be6389,2020-03-31,na,1
freedom of movement (nationality dependent),AGO,,1584662400000.0,5479ffb8-3796-4e80-a2b2-0aa627b95071,2020-03-20,na,1
freedom of movement (nationality dependent),EST,,1584403200000.0,2eb00bd2-02fd-45c5-a240-3ec2b6e0901b,2020-03-17,na,1
freedom of movement (nationality dependent),ETH,,1584748800000.0,5ff1973a-1315-431a-aa9f-311f6d17a5f1,2020-03-21,na,1
freedom of movement (nationality dependent),ETH,,1586044800000.0,991582bf-378d-4764-ae6a-3c6773060dac,2020-04-05,na,1
freedom of movement (nationality dependent),CIV,,1604361600000.0,6a35bf27-e9b0-4b46-b2c6-d57d6dc30b58,2020-11-03,na,1
freedom of movement (nationality dependent),COD,,1585008000000.0,f49abf85-5b1a-461b-b4dd-8ba06d0475cf,2020-03-24,na,1
freedom of movement (nationality dependent),DNK,,1584057600000.0,b4a051b5-fc67-4cc6-ac8d-1fb10d175790,2020-03-13,na,1
freedom of movement (nationality dependent),IRN,,1583366400000.0,069d51b2-2ab6-4d24-a2cd-7b1bede7dee6,2020-03-05,na,1
freedom of movement (nationality dependent),IRN,,1585094400000.0,3cc09d03-6ab9-48da-b838-056da0a8cbb0,2020-03-25,na,1
freedom of movement (nationality dependent),IRN,,1583712000000.0,3fab4a2a-613b-464a-8ac9-6cc537d50655,2020-03-09,na,1
freedom of movement (nationality dependent),CIV,,1584835200000.0,5ad5835a-9b11-4ac3-adb5-2372e827411b,2020-03-22,na,1
freedom of movement (nationality dependent),GTM,,1584748800000.0,bccad6f0-4e1b-4829-9b79-e921d348fdf2,2020-03-21,na,1
freedom of movement (nationality dependent),BIH,,1585440000000.0,df9d5d60-9059-4f75-90e4-301b1d591d9b,2020-03-29,na,1
freedom of movement (nationality dependent),BIH,,1587686400000.0,998d1fb9-fd50-4c27-b2f8-9499c25ae836,2020-04-24,na,1
freedom of movement (nationality dependent),BIH,,1584748800000.0,850c30e4-c476-421f-8f31-075276d1704b,2020-03-21,na,1
freedom of movement (nationality dependent),ETH,,1586304000000.0,366a81e4-32c4-49c3-b1de-2d431ddf36ca,2020-04-08,na,1
freedom of movement (nationality dependent),ETH,,1586476800000.0,f862df41-c615-40ea-9698-2fba7347a0fd,2020-04-10,na,1
freedom of movement (nationality dependent),ETH,,1586563200000.0,fcd54bc4-3d55-43c0-a6dd-2d629d661475,2020-04-11,na,1
freedom of movement (nationality dependent),ETH,,1586736000000.0,751fbc9c-8f91-4ad5-9b04-292191f7585d,2020-04-13,na,1
freedom of movement (nationality dependent),ETH,,1585440000000.0,ec90e870-4d6b-4a70-a0cb-33eb7399998e,2020-03-29,na,1
freedom of movement (nationality dependent),ETH,,1584662400000.0,a0fb16ff-cf9f-4121-b310-3829fc07dbf6,2020-03-20,na,1
freedom of movement (nationality dependent),ETH,,1584921600000.0,3953c132-a4b1-4cfb-8c19-f65e8167c1b4,2020-03-23,na,1
freedom of movement (nationality dependent),ETH,,1586131200000.0,ed02aab1-be1d-420c-a05d-575d1831adfb,2020-04-06,na,1
freedom of movement (nationality dependent),BGR,,1584489600000.0,dd9e7e65-e835-45ba-bc80-1b34aca8385c,2020-03-18,na,1
freedom of movement (nationality dependent),COL,,1584403200000.0,67e84008-dbf8-47a5-a3a3-882db4135e8d,2020-03-17,na,1
freedom of movement (nationality dependent),ECU,,1584144000000.0,d9633cde-7f9f-47ff-862b-b16af3d2629e,2020-03-14,na,1
international flight restrictions,EGY,,1584576000000.0,f7285a21-fefb-47b0-ae5d-7519e27c35df,2020-03-19,na,1
freedom of movement (nationality dependent),ETH,,1584057600000.0,23df9b24-310b-4136-a7c5-a6aaa564fef5,2020-03-13,na,1
freedom of movement (nationality dependent),ESP,,1584316800000.0,05b363aa-262c-4718-9e41-e21f3582b911,2020-03-16,na,1
freedom of movement (nationality dependent),NOR,,1584316800000.0,6faf671b-18a0-40e2-b2bb-e8920f9dde18,2020-03-16,na,1
freedom of movement (nationality dependent),GEO,,1582761600000.0,b1ccbf0a-ac86-4c16-a051-46862493acd6,2020-02-27,na,1
freedom of movement (nationality dependent),NOR,,1583971200000.0,4ec5d35d-5260-401e-8eda-88b596b1788f,2020-03-12,na,1
freedom of movement (nationality dependent),ARE,,1585094400000.0,e70ad93e-011d-4922-b634-6dc152c5421b,2020-03-25,na,1
freedom of movement (nationality dependent),BLZ,,1584921600000.0,85b4c8f2-5d39-41fd-aa34-eb691556936d,2020-03-23,na,1
freedom of movement (nationality dependent),BLZ,,1583280000000.0,61a77e05-92dc-4063-a477-1e062377bc7b,2020-03-04,na,1
freedom of movement (nationality dependent),BLZ,,1583452800000.0,0c87e34e-05e9-4a89-8f96-9a4e1d868249,2020-03-06,na,1
freedom of movement (nationality dependent),NOR,,1584057600000.0,c2c6532b-17cd-40af-9716-dbc1ce5b7d09,2020-03-13,na,1
entertainment/cultural sector closure,ZAF,,1584662400000.0,e846c308-c071-11ea-bfd6-eeee0af63f54,2020-03-20,Churches,1
entertainment/cultural sector closure,NGA,,1585008000000.0,1518eba2-c0e7-11ea-ac09-eeee0af496de,2020-03-24,"Museums, theaters, cinema, libraries, festivities",1
confinement,JPN,,1580860800000.0,0069ee1c-c0ed-11ea-945c-eeee0af72e81,2020-02-05,na,1
state of emergency (legal impact),BLZ,,1585180800000.0,50b32e8a-c2bc-11ea-8aab-eeee0af6ea14,2020-03-26,na,0
public services closure,GBR,,1583971200000.0,929c2f86-c2c1-11ea-9042-eeee0af50e94,2020-03-12,na,1
economic impact,CHN,,1589760000000.0,f07c5e3e-c2dd-11ea-b3fa-eeee0af42abe,2020-05-18,na,1
school closure,BWA,,1584662400000.0,5c89bb08-c4d7-11ea-bdf5-eeee0af715ab,2020-03-20,All schools (general) closed,1
freedom of movement (nationality dependent),NPL,,1583539200000.0,9d784042-c4de-11ea-9051-eeee0af715ab,2020-03-07,CHN,1
international flight restrictions,RWA,,1584662400000.0,d178918c-c527-11ea-8a5b-eeee0af715ab,2020-03-20,na,1
entertainment/cultural sector closure,MNG,,1583625600000.0,b9ea05a8-c597-11ea-95c1-eeee0af715ab,2020-03-08,"Museums, theaters, cinema, libraries, festivities",1
school closure,USA,USA-MI,1598918400000.0,39968948-c601-11ea-bfe5-eeee0af524cd,2020-09-01,Only schools (primary/secondary) closed,0
entertainment/cultural sector closure,USA,USA-MD,1590710400000.0,00adcd30-c66f-11ea-9af8-eeee0af69709,2020-05-29,Parks and public gardens,0
school closure,TUR,,1593216000000.0,fd075748-c6ad-11ea-bc84-eeee0af524cd,2020-06-27,na,0
school closure,USA,USA-ME,1585094400000.0,62582dd8-c6b9-11ea-96a8-eeee0af76b9f,2020-03-25,Universities closed,1
confinement,VEN,,1589241600000.0,9648fcf2-c6f1-11ea-80f2-eeee0af76b9f,2020-05-12,Mandatory/advisedfor all the population,1
school closure,USA,USA-TX,1584057600000.0,e72f98ec-c705-11ea-8598-eeee0af688fb,2020-03-13,All schools (general) closed,1
entertainment/cultural sector closure,USA,USA-FL,1591747200000.0,9b396a6e-c70d-11ea-a0a1-eeee0af76b9f,2020-06-10,na,0
economic impact,VNM,,1586476800000.0,ead7bb24-c713-11ea-b8f7-eeee0af69709,2020-04-10,na,1
international flight restrictions,TCD,,1585699200000.0,b5a80656-c0f2-11ea-aded-eeee0af72e81,2020-04-01,all,1
freedom of movement (nationality dependent),IND,,1584835200000.0,efe99e6e-c2dd-11ea-a352-0242ac110002,2020-03-22,other,1
confinement,KAZ,,1596153600000.0,91389b0c-d2a7-11ea-a660-eeee0af63fc2,2020-07-31,Mandatory/advisedfor all the population,0
freedom of movement (nationality dependent),NPL,,1583020800000.0,56cfb918-c074-11ea-bd24-eeee0af65fde,2020-03-01,ITA,1
introduction of travel quarantine policies,GEO,GEO-AB,1588896000000.0,e7935e3c-c2c2-11ea-8084-eeee0af6ea14,2020-05-08,other,1
freedom of movement (nationality dependent),USA,USA-GU,1590624000000.0,2450f622-c606-11ea-88f5-eeee0af69709,2020-05-28,KOR,0
freedom of movement (nationality dependent),NPL,,1583020800000.0,6187afdc-c074-11ea-acc8-eeee0af5197a,2020-03-01,IRN,1
freedom of movement (nationality dependent),USA,USA-GU,1590624000000.0,2a7eadfa-c606-11ea-844f-eeee0af524cd,2020-05-28,JPN,0
